code_union,code_union_app,year,ind_union,ind_union_eng,name_union,app_code_name_eng,quantity,sales.m,quantity_t,sales_b,unitval_m,q_indagg,pq_indagg,q_indagg_loo,pq_indagg_loo,p_indagg_loo
11,900,1998,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,2,16,0.002,0.016,8,1880,14041,1878,14025,7.468051118210862
11,900,1999,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,2,20,0.002,0.02,10,3976,20223,3974,20203,5.08379466532461
11,900,2000,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,3,8,0.003,0.008,2.6666666666666665,7541,51844,7538,51836,6.876625099495888
11,900,2001,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,4,49,0.004,0.049,12.25,6109,53333,6105,53284,8.727927927927928
11,900,2002,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,62,50,0.062,0.05,0.8064516129032259,4683,44538,4621,44488,9.627353386712834
11,900,2003,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,1,3,0.001,0.003,3,11405,63006,11404,63003,5.5246404770256055
11,900,2004,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,83,83,0.083,0.083,1,16820,94702,16737,94619,5.653283145127562
11,900,2005,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,61,48,0.061,0.048,0.7868852459016393,13520,113736,13459,113688,8.44698714614756
11,900,2006,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,64,62,0.064,0.062,0.96875,14284,109612,14220,109550,7.70393811533052
11,900,2007,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,60,45,0.06,0.045,0.75,11624,85551,11564,85506,7.394154271878243
11,900,2008,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,52,43,0.052,0.043,0.8269230769230769,10474,100193,10422,100150,9.609479946267511
11,900,2009,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,12,7,0.012,0.007,0.5833333333333334,4460,58232,4448,58225,13.090152877697841
11,900,2010,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,1,2,0.001,0.002,2,12845,94697,12844,94695,7.3727032077234504
11,900,2011,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,1,2,0.001,0.002,2,13028,82978,13027,82976,6.36954018576802
11,900,2012,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,2,5,0.002,0.005,2.5,10416,80312,10414,80307,7.711446130209334
11,900,2013,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,0,1,0,0.001,Inf,12885,92982,12885,92981,7.216220411331005
11,900,2014,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,0,4,0,0.004,Inf,11514,80620,11514,80616,7.00156331422616
11,900,2015,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,8,31,0.008,0.031,3.875,19528,126924,19520,126893,6.500665983606558
11,900,2016,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,1,4,0.001,0.004,4,23815,135797,23814,135793,5.702233980011758
11,900,2017,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",Others,900_Others,0,1,0,0.001,Inf,34635,192687,34635,192686,5.5633318897069435
11,NA,1978,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,0,0,0,0,NaN,9081,26139.353000000003,9081,26139.353000000003,2.8784663583305807
11,NA,1979,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,3,15,0.003,0.015,5,13718,37042.43,13715,37027.43,2.6997761574917973
11,NA,1980,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,1,8,0.001,0.008,8,19334,75653.09599999999,19333,75645.09599999999,3.912744840428283
11,NA,1981,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,1,6,0.001,0.006,6,21464,103745.713,21463,103739.713,4.833420910403951
11,NA,1982,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,45,227.7,0.045,0.22769999999999999,5.06,23894,142449.37,23849,142221.66999999998,5.963422785022432
11,NA,1983,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,16,209.51,0.016,0.20951,13.094375,30032,182065.676,30016,181856.166,6.058640924840085
11,NA,1984,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,80,597.573,0.08,0.597573,7.4696625,39606,252251.302,39526,251653.729,6.366789682740475
11,NA,1985,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,103,866.0809999999999,0.103,0.8660809999999999,8.408553398058253,47357,288690.733,47254,287824.652,6.091011385279553
11,NA,1986,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,45,580,0.045,0.58,12.88888888888889,42153,265852,42108,265272,6.299800512966657
11,NA,1987,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,35,348,0.035,0.348,9.942857142857141,44298,293712,44263,293364,6.627747780313128
11,NA,1988,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,38,340,0.038,0.34,8.947368421052632,57402,373921,57364,373581,6.512464263301025
11,NA,1989,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,182,1784,0.182,1.784,9.802197802197803,69880,459101,69698,457317,6.561407787884875
11,NA,1990,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,200,1709,0.2,1.709,8.545,79842,547528,79642,545819,6.8534064940609225
11,NA,1991,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,187,1888,0.187,1.888,10.096256684491978,78432,587960,78245,586072,7.490216627260528
11,NA,1992,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,146,1978,0.146,1.978,13.547945205479452,55829,421990,55683,420012,7.542912558590594
11,NA,1993,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,57,667,0.057,0.667,11.701754385964913,54889,387448,54832,386781,7.0539283629997085
11,NA,1994,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,106,786,0.106,0.786,7.415094339622642,54102,398130,53996,397344,7.358767316097489
11,NA,1995,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,94,1284,0.094,1.284,13.659574468085106,68427,473192,68333,471908,6.906004419533754
11,NA,1996,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,167,2314,0.167,2.314,13.8562874251497,70259,475856,70092,473542,6.756006391599612
11,NA,1997,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,197,2977,0.197,2.977,15.111675126903553,79305,563728,79108,560751,7.088423421145776
11,NA,1998,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,175,2937,0.175,2.937,16.782857142857143,62643,477527,62468,474590,7.597329832874432
11,NA,1999,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,122,1947,0.122,1.947,15.959016393442624,70857,514188,70735,512241,7.2416908178412385
11,NA,2000,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,102,1417,0.102,1.417,13.892156862745098,90110,636976,90008,635559,7.06113900986579
11,NA,2001,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,139,1765,0.139,1.765,12.697841726618703,58467,395727,58328,393962,6.754251817309011
11,NA,2002,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,182,1610,0.182,1.61,8.846153846153847,61713,380060,61531,378450,6.150558255188441
11,NA,2003,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,101,1127,0.101,1.127,11.158415841584159,83569,493094,83468,491967,5.894079168064408
11,NA,2004,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,213,1705,0.213,1.705,8.004694835680752,98056,574976,97843,573271,5.859090583894607
11,NA,2005,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,231,2115,0.231,2.115,9.155844155844155,108811,674154,108580,672039,6.189344262295082
11,NA,2006,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,221,2048,0.221,2.048,9.266968325791856,105648,730649,105427,728601,6.91095260227456
11,NA,2007,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,187,1843,0.187,1.843,9.855614973262032,107164,721816,106977,719973,6.730166297428419
11,NA,2008,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,166,2007,0.166,2.007,12.090361445783133,97947,647276,97781,645269,6.599124574303802
11,NA,2009,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,90,1650,0.09,1.65,18.333333333333332,42067,298087,41977,296437,7.061891035567096
11,NA,2010,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,76,1399,0.076,1.399,18.407894736842106,92077,551736,92001,550337,5.9818588928381216
11,NA,2011,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,130,1976,0.13,1.976,15.2,119055,596661,118925,594685,5.000504519655245
11,NA,2012,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,99,1932,0.099,1.932,19.515151515151512,113818,539146,113719,537214,4.7240478723872
11,NA,2013,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,102,1970,0.102,1.97,19.31372549019608,110889,503702,110787,501732,4.528798505239784
11,NA,2014,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,129,2410,0.129,2.41,18.68217054263566,137334,590075,137205,587665,4.283116504500565
11,NA,2015,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,154,3081,0.154,3.081,20.006493506493506,155366,680543,155212,677462,4.3647527253047445
11,NA,2016,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,154,3677,0.154,3.677,23.876623376623378,175394,712492,175240,708815,4.044824241040859
11,NA,2017,パルプ・紙・紙製品・印刷・出版業,"Pulp, paper, printing, publishing",NA,TOTAL,138,2319,0.138,2.319,16.804347826086953,233102,891628,232964,889309,3.8173666317542625
12,110,1978,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,0,0,0,0,NaN,6255,11199.604000000001,6255,11199.604000000001,1.7905042366107116
12,110,1979,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,3,34.5,0.003,0.0345,11.5,9002,15354.395,8999,15319.895,1.7023997110790088
12,110,1980,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,1,10,0.001,0.01,10,9704,20294.804,9703,20284.804,2.0905703390703905
12,110,1981,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,2,20,0.002,0.02,10,9810,23869.861,9808,23849.861,2.4316742455138662
12,110,1982,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,46,181.9,0.046,0.1819,3.954347826086957,9138,27462.097,9092,27280.197,3.0004616146062473
12,110,1983,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,33,206.892,0.033,0.206892,6.269454545454545,11653,32389.708,11620,32182.816,2.7696055077452666
12,110,1984,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,162,2219.014,0.162,2.219014,13.697617283950617,13165,37236.078,13003,35017.064,2.692998846420057
12,110,1985,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,121,1610.57,0.121,1.6105699999999998,13.310495867768594,14893,47352.598,14772,45742.028,3.096535878689412
12,110,1986,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,102,1248,0.102,1.248,12.23529411764706,14025,46733,13923,45485,3.2668965021906198
12,110,1987,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,119,1008,0.119,1.008,8.470588235294118,14466,46291,14347,45283,3.156269603401408
12,110,1988,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,150,1619,0.15,1.619,10.793333333333333,18904,60118,18754,58499,3.119281220006399
12,110,1989,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,168,2748,0.168,2.748,16.357142857142858,22416,79652,22248,76904,3.4566702624955052
12,110,1990,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,192,2893,0.192,2.893,15.067708333333332,24288,100664,24096,97771,4.0575614209827355
12,110,1991,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,242,3937,0.242,3.937,16.268595041322314,25338,114472,25096,110535,4.404486770800127
12,110,1992,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,227,3417,0.227,3.417,15.052863436123348,18690,94152,18463,90735,4.91442344147755
12,110,1993,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,156,2304,0.156,2.304,14.769230769230768,17090,84323,16934,82019,4.843451045234439
12,110,1994,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,142,1872,0.142,1.872,13.183098591549298,17441,75068,17299,73196,4.231227238568703
12,110,1995,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,137,1744,0.137,1.744,12.729927007299269,21032,82706,20895,80962,3.8747068676716916
12,110,1996,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,193,2116,0.193,2.116,10.963730569948186,20561,88418,20368,86302,4.237136684996072
12,110,1997,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,202,1735,0.202,1.735,8.589108910891088,24791,102212,24589,100477,4.08625808288259
12,110,1998,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,198,1485,0.198,1.485,7.5,19685,82620,19487,81135,4.163544927387489
12,110,1999,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,134,1074,0.134,1.074,8.014925373134329,22106,87234,21972,86160,3.9213544511196066
12,110,2000,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,215,1483,0.215,1.483,6.897674418604652,27585,88627,27370,87144,3.1839240043843624
12,110,2001,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,221,1960,0.221,1.96,8.868778280542987,14926,72665,14705,70705,4.808228493709622
12,110,2002,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,161,1333,0.161,1.333,8.279503105590061,18342,67711,18181,66378,3.6509542929431826
12,110,2003,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,167,1240,0.167,1.24,7.425149700598802,24869,81706,24702,80466,3.257469030847705
12,110,2004,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,174,1309,0.174,1.309,7.522988505747127,26761,76711,26587,75402,2.8360476924812876
12,110,2005,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,179,1407,0.179,1.407,7.860335195530727,28917,91243,28738,89836,3.126035214698309
12,110,2006,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,145,1399,0.145,1.399,9.648275862068965,28051,87210,27906,85811,3.075001791729377
12,110,2007,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,172,1902,0.172,1.902,11.058139534883722,28879,90324,28707,88422,3.080154666109311
12,110,2008,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,149,1205,0.149,1.205,8.087248322147651,27917,94439,27768,93234,3.3576058772687984
12,110,2009,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,220,1351,0.22,1.351,6.140909090909091,12244,46490,12024,45139,3.7540751829673984
12,110,2010,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,289,1659,0.289,1.659,5.740484429065744,24307,74513,24018,72854,3.033308352069281
12,110,2011,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,244,1581,0.244,1.581,6.479508196721311,29690,88735,29446,87154,2.9597908035047205
12,110,2012,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,210,1266,0.21,1.266,6.0285714285714285,30489,90929,30279,89663,2.961227253211797
12,110,2013,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,243,1190,0.243,1.19,4.897119341563786,30911,87974,30668,86784,2.8297900091300376
12,110,2014,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,378,1602,0.378,1.602,4.238095238095238,38674,113891,38296,112289,2.9321339043242114
12,110,2015,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,269,1605,0.269,1.605,5.966542750929368,44401,131254,44132,129649,2.937754917066981
12,110,2016,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,376,1742,0.376,1.742,4.632978723404255,54444,151171,54068,149429,2.763723459347488
12,110,2017,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Handling operations/Machine tending,110_Handling operations/Machine tending,308,1499,0.308,1.499,4.866883116883117,74034,190776,73726,189277,2.567303258009386
12,160,1978,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,30,14.55,0.03,0.01455,0.48500000000000004,483,4843.0830000000005,453,4828.533,10.659013245033114
12,160,1979,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,44,26.61,0.044,0.026609999999999998,0.6047727272727272,652,6202.498,608,6175.888,10.157710526315789
12,160,1980,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,1617,13837.23,1617,13837.23,8.55734693877551
12,160,1981,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,2535,25643.153,2535,25643.153,10.115642209072977
12,160,1982,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,3780,34678.451,3780,34678.451,9.174193386243386
12,160,1983,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,1,5,0.001,0.005,5,4421,36334.884,4420,36329.884,8.219430769230769
12,160,1984,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,4,21.65,0.004,0.02165,5.4125,5738,44795.771,5734,44774.121,7.808531740495291
12,160,1985,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,8,42.65,0.008,0.04265,5.33125,7702,59641.066,7694,59598.416,7.746089940213153
12,160,1986,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,26,0.002,0.026,13,6861,48987,6859,48961,7.138212567429655
12,160,1987,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,4,23,0.004,0.023,5.75,7124,55228,7120,55205,7.753511235955056
12,160,1988,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,1,5,0.001,0.005,5,10340,73709,10339,73704,7.128735854531386
12,160,1989,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,8,0.002,0.008,4,14059,95254,14057,95246,6.775698940029878
12,160,1990,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,8,36,0.008,0.036,4.5,15050,101961,15042,101925,6.776027124052653
12,160,1991,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,24,124,0.024,0.124,5.166666666666667,15750,116210,15726,116086,7.381788121582093
12,160,1992,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,18,0.002,0.018,9,12285,91699,12283,91681,7.464056012374827
12,160,1993,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,1,6,0.001,0.006,6,10361,69986,10360,69980,6.754826254826255
12,160,1994,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,7,0.002,0.007,3.5,9992,56200,9990,56193,5.624924924924925
12,160,1995,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,13481,64976,13481,64976,4.819820488094355
12,160,1996,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,14846,69269,14846,69269,4.665835915398087
12,160,1997,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,5,20,0.005,0.02,4,17570,76889,17565,76869,4.376259607173356
12,160,1998,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,1,8,0.001,0.008,8,14399,71043,14398,71035,4.933671343242117
12,160,1999,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,16,0.002,0.016,8,15947,67579,15945,67563,4.23725305738476
12,160,2000,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,17320,69939,17320,69939,4.038048498845265
12,160,2001,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,1,0,0.001,Inf,17041,72187,17041,72186,4.236019012968723
12,160,2002,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,1,8,0.001,0.008,8,19655,75245,19654,75237,3.82807570977918
12,160,2003,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,5,0.002,0.005,2.5,21177,81545,21175,81540,3.8507674144037782
12,160,2004,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,2,5,0.002,0.005,2.5,23151,86810,23149,86805,3.7498380059613807
12,160,2005,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,30628,111158,30628,111158,3.629293456967481
12,160,2006,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,24654,102215,24654,102215,4.145980368297233
12,160,2007,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,28558,115701,28558,115701,4.051439176412914
12,160,2008,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,27975,111606,27975,111606,3.989490616621984
12,160,2009,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,10958,42824,10958,42824,3.9080124110239094
12,160,2010,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,22323,65750,22323,65750,2.9453926443578373
12,160,2011,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,34636,100794,34636,100794,2.910093544289179
12,160,2012,化学工業・医薬品・化粧品等,"Chemical, pharmaceuticals, cosmetics, etc.",Welding and soldering,160_Welding and soldering,0,0,0,0,NaN,33825,99653,33825,99653,2.9461345158906136
