year,code_union_type,code_union,variable,value
1976,B,15,quantity,1933.3061240235315
1976,C,15,quantity,880.3919493723415
1976,D,15,quantity,4.376529477196885
1976,E,15,quantity,0.02734375
1976,F,15,quantity,0
1977,A,15,quantity,5.901553499738174
1977,B,15,quantity,2020.8458289131063
1977,C,15,quantity,1175.2100840336134
1977,D,15,quantity,8.53781979977753
1977,E,15,quantity,0.050130208333333336
1977,F,15,quantity,0
1974,A,16,quantity,23.89526968057253
1975,A,16,quantity,25.872578111363243
1974,D,16,quantity,0.5506117908787542
1975,D,16,quantity,0.457174638487208
1974,E,16,quantity,0.0015190972222222222
1975,E,16,quantity,0
1974,F,16,quantity,3.211303789338471e-4
1975,F,16,quantity,0.0038535645472061652
1974,B,16,quantity,1.9658582527205992
1975,B,16,quantity,2.0914530908925877
1974,C,16,quantity,0.7567441937361198
1975,C,16,quantity,0.8050910999376973
1976,A,16,quantity,23.35905044510386
1976,B,16,quantity,3.251075320667374
1976,C,16,quantity,2.5181035377113807
1976,D,16,quantity,0.610678531701891
1976,E,16,quantity,0.009114583333333334
1976,F,16,quantity,0.02569043031470777
1977,A,16,quantity,37.76994239832432
1977,B,16,quantity,3.3982833445848204
1977,C,16,quantity,3.361344537815126
1977,D,16,quantity,1.1913236929922137
1977,E,16,quantity,0.016710069444444444
1977,F,16,quantity,0.06390494540783558
1974,A,17,quantity,29.993541630301973
1975,A,17,quantity,32.475475650200735
1974,D,17,quantity,3.093913872556809
1975,D,17,quantity,2.5688860638805022
1974,E,17,quantity,0.013237847222222222
1975,E,17,quantity,0
1974,F,17,quantity,0.015093127809890815
1975,F,17,quantity,0.18111753371868977
1974,B,17,quantity,42.2113452598062
1975,B,17,quantity,44.90814553499917
1974,C,17,quantity,7.236366352601646
1975,C,17,quantity,7.69868364315423
1976,A,17,quantity,29.320474777448073
1976,B,17,quantity,69.80781174655223
1976,C,17,quantity,24.07936507936508
1976,D,17,quantity,3.4314317495630067
1976,E,17,quantity,0.07942708333333333
1976,F,17,quantity,1.2074502247912653
1977,A,17,quantity,47.40914644789667
1977,B,17,quantity,72.96869514900183
1977,C,17,quantity,32.14285714285714
1977,D,17,quantity,6.694104560622915
1977,E,17,quantity,0.14561631944444445
1977,F,17,quantity,3.0035324341682723
1974,A,2,quantity,1.6179088846220981
1975,A,2,quantity,1.7517891429568861
1974,D,2,quantity,0.24908628634991262
1975,D,2,quantity,0.2068170983632608
1974,E,2,quantity,0.0032552083333333335
1975,E,2,quantity,0
1974,F,2,quantity,0
1975,F,2,quantity,0
1974,B,2,quantity,98.40212698340332
1975,B,2,quantity,104.68884638301229
1974,C,2,quantity,19.5807560129221
1975,C,2,quantity,20.831732210887917
1976,A,2,quantity,1.5816023738872405
1976,B,2,quantity,162.73438132896132
1976,C,2,quantity,65.15592903828198
1976,D,2,quantity,0.2762593357699031
1976,E,2,quantity,0.01953125
1976,F,2,quantity,0
1977,A,2,quantity,2.5573398498865423
1977,B,2,quantity,170.10296074838462
1977,C,2,quantity,86.97478991596638
1977,D,2,quantity,0.5389321468298109
1977,E,2,quantity,0.03580729166666667
1977,F,2,quantity,0
1974,A,3,quantity,45.799266887764006
1975,A,3,quantity,49.58910804677954
1974,D,3,quantity,11.86437311298268
1975,D,3,quantity,9.851024948355317
1974,E,3,quantity,0.012369791666666666
1975,E,3,quantity,0
1974,F,3,quantity,6.422607578676942e-4
1975,F,3,quantity,0.0077071290944123304
1974,B,3,quantity,97.41919785704302
1975,B,3,quantity,103.643119837566
1974,C,3,quantity,8.560668691639856
1975,C,3,quantity,9.107593068045201
1976,A,3,quantity,44.77151335311573
1976,B,3,quantity,161.10884366862763
1976,C,3,quantity,28.486046270359996
1976,D,3,quantity,13.1586683616717
1976,E,3,quantity,0.07421875
1976,F,3,quantity,0.05138086062941554
1977,A,3,quantity,72.39238959678828
1977,B,3,quantity,168.4038190760922
1977,C,3,quantity,38.02521008403362
1977,D,3,quantity,25.67018909899889
1977,E,3,quantity,0.13606770833333331
1977,F,3,quantity,0.12780989081567115
1974,A,4-2,quantity,0.7467271775178915
1975,A,4-2,quantity,0.8085180659801013
1974,D,4-2,quantity,3.408549181630383
1975,D,4-2,quantity,2.830128714444621
1974,E,4-2,quantity,0.002170138888888889
1975,E,4-2,quantity,0
1974,F,4-2,quantity,0.01894669235709698
1975,F,4-2,quantity,0.2273603082851638
1974,B,4-2,quantity,1.8566439053472326
1975,B,4-2,quantity,1.9752612525096662
1974,C,4-2,quantity,1.8445639722317921
1975,C,4-2,quantity,1.9624095560981374
1976,A,4-2,quantity,0.7299703264094957
1976,B,4-2,quantity,3.070460025074742
1976,C,4-2,quantity,6.137877373171491
1976,D,4-2,quantity,3.7803909105355156
1976,E,4-2,quantity,0.013020833333333334
1976,F,4-2,quantity,1.5157353885677585
1977,A,4-2,quantity,1.180310699947635
1977,B,4-2,quantity,3.2094898254412194
1977,C,4-2,quantity,8.193277310924369
1977,D,4-2,quantity,7.374860956618465
1977,E,4-2,quantity,0.02387152777777778
1977,F,4-2,quantity,3.770391779062299
1974,A,4-3,quantity,94.95880607435853
1975,A,4-3,quantity,102.81654739046955
1974,D,4-3,quantity,5.2308120133481655
1975,D,4-3,quantity,4.343159065628477
1974,E,4-3,quantity,0.05490451388888889
1975,E,4-3,quantity,0
1974,F,4-3,quantity,0
1975,F,4-3,quantity,0
1974,B,4-3,quantity,257.52743110639847
1975,B,4-3,quantity,273.98035490692894
1974,C,4-3,quantity,20.952354864068816
1975,C,4-3,quantity,22.290959829524994
1976,A,4-3,quantity,92.8278931750742
1976,B,4-3,quantity,425.890867007426
1976,C,4-3,quantity,69.71999170038386
1976,D,4-3,quantity,5.801446051167964
1976,E,4-3,quantity,0.3294270833333333
1976,F,4-3,quantity,0
1977,A,4-3,quantity,150.0961773433409
1977,B,4-3,quantity,445.1751181406114
1977,C,4-3,quantity,93.0672268907563
1977,D,4-3,quantity,11.31757508342603
1977,E,4-3,quantity,0.6039496527777778
1977,F,4-3,quantity,0
1974,A,4-4,quantity,78.15744458020598
1975,A,4-4,quantity,84.62489090591727
1974,D,4-4,quantity,3.1201334816462736
1975,D,4-4,quantity,2.590656284760845
1974,E,4-4,quantity,0.007595486111111111
1975,E,4-4,quantity,0
1974,F,4-4,quantity,0.002569043031470777
1975,F,4-4,quantity,0.030828516377649322
1974,B,4-4,quantity,11.958971037383643
1975,B,4-4,quantity,12.723006302929907
1974,C,4-4,quantity,1.9864535085573147
1975,C,4-4,quantity,2.113364137336456
1976,A,4-4,quantity,76.40356083086054
1976,B,4-4,quantity,19.77737486739319
1976,C,4-4,quantity,6.610021786492375
1976,D,4-4,quantity,3.460511679644049
1976,E,4-4,quantity,0.045572916666666664
1976,F,4-4,quantity,0.20552344251766216
1977,A,4-4,quantity,123.53918659451912
1977,B,4-4,quantity,20.67289034622432
1977,C,4-4,quantity,8.823529411764707
1977,D,4-4,quantity,6.75083426028921
1977,E,4-4,quantity,0.08355034722222222
1977,F,4-4,quantity,0.5112395632626846
1974,A,5,quantity,51.89753883749346
1975,A,5,quantity,56.19200558561704
1974,D,5,quantity,22.75862068965517
1975,D,5,quantity,18.896551724137932
1974,E,5,quantity,0.6059027777777778
1975,E,5,quantity,0
1974,F,5,quantity,0.859344894026975
1975,F,5,quantity,10.3121387283237
1974,B,5,quantity,509.97639505993544
1975,B,5,quantity,542.5577893290521
1974,C,5,quantity,63.708401810159586
1975,C,5,quantity,67.7786069760049
1976,A,5,quantity,50.732937685459945
1976,B,5,quantity,843.3831227697946
1976,C,5,quantity,211.99284158107687
1976,D,5,quantity,25.241379310344826
1976,E,5,quantity,3.635416666666667
1976,F,5,quantity,68.747591522158
1977,A,5,quantity,82.03159364636063
1977,B,5,quantity,881.5713376410455
1977,C,5,quantity,282.98319327731093
1977,D,5,quantity,49.241379310344826
1977,E,5,quantity,6.664930555555555
1977,F,5,quantity,171.009633911368
1974,A,6,quantity,11.20090766276837
1975,A,6,quantity,12.127770989701517
1974,D,6,quantity,1.3765294771968855
1975,D,6,quantity,1.14293659621802
1974,E,6,quantity,0.08203125
1975,E,6,quantity,0
1974,F,6,quantity,0.011881824020552344
1975,F,6,quantity,0.14258188824662812
1974,B,6,quantity,128.05382229527234
1975,B,6,quantity,136.23493050397548
1974,C,6,quantity,7.945814034229259
1975,C,6,quantity,8.453456549345823
1976,A,6,quantity,10.949554896142432
1976,B,6,quantity,211.77143408236086
1976,C,6,quantity,26.4400871459695
1976,D,6,quantity,1.5266963292547275
1976,E,6,quantity,0.4921875
1976,F,6,quantity,0.9505459216441875
1977,A,6,quantity,17.704660499214523
1977,B,6,quantity,221.3604011958723
1977,C,6,quantity,35.294117647058826
1977,D,6,quantity,2.978309232480534
1977,E,6,quantity,0.90234375
1977,F,6,quantity,2.3644829800899165
1974,A,7-1,quantity,0
1975,A,7-1,quantity,0
1974,D,7-1,quantity,0.039329413634196723
1975,D,7-1,quantity,0.032655331320514853
1974,E,7-1,quantity,8.680555555555555e-4
1975,E,7-1,quantity,0
1974,F,7-1,quantity,3.211303789338471e-4
1975,F,7-1,quantity,0.0038535645472061652
1974,B,7-1,quantity,0.16382152106004993
1975,B,7-1,quantity,0.1742877575743823
1974,C,7-1,quantity,0
1975,C,7-1,quantity,0
1976,A,7-1,quantity,0
1976,B,7-1,quantity,0.27092294338894785
1976,C,7-1,quantity,0
1976,D,7-1,quantity,0.04361989512156364
1976,E,7-1,quantity,0.005208333333333333
1976,F,7-1,quantity,0.02569043031470777
1977,A,7-1,quantity,0
1977,B,7-1,quantity,0.2831902787154017
1977,C,7-1,quantity,0
1977,D,7-1,quantity,0.08509454949944383
1977,E,7-1,quantity,0.00954861111111111
1977,F,7-1,quantity,0.06390494540783558
1974,A,7-3,quantity,102.79944143829638
1975,A,7-3,quantity,111.3059870832606
1974,D,7-3,quantity,83.33902749086286
1975,D,7-3,quantity,69.19664706817099
1974,E,7-3,quantity,0.056206597222222224
1975,E,7-3,quantity,0
1974,F,7-3,quantity,0.00674373795761079
1975,F,7-3,quantity,0.08092485549132948
1974,B,7-3,quantity,426.8642767088034
1975,B,7-3,quantity,454.1358003196488
1974,C,7-3,quantity,48.28973886278615
1975,C,7-3,quantity,51.37487581477431
1976,A,7-3,quantity,100.49258160237387
1976,B,7-3,quantity,705.9348828238018
1976,C,7-3,quantity,160.6864820002075
1976,D,7-3,quantity,92.43055776259335
1976,E,7-3,quantity,0.33723958333333337
1976,F,7-3,quantity,0.5394990366088632
1977,A,7-3,quantity,162.48943969279105
1977,B,7-3,quantity,737.899469572765
1977,C,7-3,quantity,214.49579831932775
1977,D,7-3,quantity,180.31535038932148
1977,E,7-3,quantity,0.6182725694444444
1977,F,7-3,quantity,1.342003853564547
1974,A,7-8,quantity,10.70308954442311
1975,A,7-8,quantity,11.588758945714783
1974,D,7-8,quantity,1.7173843953599237
1975,D,7-8,quantity,1.4259494676624822
1974,E,7-8,quantity,0.012586805555555556
1975,E,7-8,quantity,0
1974,F,7-8,quantity,0
1975,F,7-8,quantity,0
1974,B,7-8,quantity,5.788360410788431
1975,B,7-8,quantity,6.158167434294842
1974,C,7-8,quantity,1.0878197784956725
1975,C,7-8,quantity,1.15731845616044
1976,A,7-8,quantity,10.462908011869436
1976,B,7-8,quantity,9.57261066640949
1976,C,7-8,quantity,3.6197738354601103
1976,D,7-8,quantity,1.9047354203082791
1976,E,7-8,quantity,0.07552083333333334
1976,F,7-8,quantity,0
1977,A,7-8,quantity,16.917786699249433
1977,B,7-8,quantity,10.00605651461086
1977,C,7-8,quantity,4.831932773109244
1977,D,7-8,quantity,3.7157953281423803
1977,E,7-8,quantity,0.1384548611111111
1977,F,7-8,quantity,0
1974,A,8,quantity,2.8624541804852504
1975,A,8,quantity,3.0993192529237215
1974,D,8,quantity,0.11798824090259018
1975,D,8,quantity,0.09796599396154458
1974,E,8,quantity,0.0010850694444444445
1975,E,8,quantity,0
1974,F,8,quantity,0.0035324341682723185
1975,F,8,quantity,0.04238921001926782
1974,B,8,quantity,0.6552860842401997
1975,B,8,quantity,0.6971510302975292
1974,C,8,quantity,2.033750020665822
1975,C,8,quantity,2.1636823310825615
1976,A,8,quantity,2.798219584569733
1976,B,8,quantity,1.0836917735557914
1976,C,8,quantity,6.767403257599336
1976,D,8,quantity,0.13085968536469092
1976,E,8,quantity,0.006510416666666667
1976,F,8,quantity,0.2825947334617855
1977,A,8,quantity,4.524524349799267
1977,B,8,quantity,1.1327611148616068
1977,C,8,quantity,9.033613445378151
1977,D,8,quantity,0.25528364849833146
1977,E,8,quantity,0.01193576388888889
1977,F,8,quantity,0.7029543994861914
1974,A,export,quantity,155.941525571653
1975,A,export,quantity,168.84552277884447
1974,D,export,quantity,23.15191482599714
1975,D,export,quantity,19.22310503734308
1974,E,export,quantity,0.12782118055555555
1975,E,export,quantity,0
1974,F,export,quantity,0.07707129094412331
1975,F,export,quantity,0.9248554913294798
1974,B,export,quantity,73.66507730333578
1975,B,export,quantity,78.37139498928057
1974,C,export,quantity,5.060726795610301
1975,C,export,quantity,5.384046730833351
1976,A,export,quantity,152.4421364985163
1976,B,export,quantity,121.8250168772302
1976,C,export,quantity,16.83981740844486
1976,D,export,quantity,25.677578261560463
1976,E,export,quantity,0.7669270833333333
1976,F,export,quantity,6.165703275529864
1977,A,export,quantity,246.48821783906442
1977,B,export,quantity,127.34122866235896
1977,C,export,quantity,22.478991596638654
1977,D,export,quantity,50.09232480533926
1977,E,export,quantity,1.4060329861111112
1977,F,export,quantity,15.337186897880539
1974,A,1,sales.m,178.25
1975,A,1,sales.m,217
1974,D,1,sales.m,109.376
1975,D,1,sales.m,63.234
1974,E,1,sales.m,0
1975,E,1,sales.m,0
1974,F,1,sales.m,0
1975,F,1,sales.m,0
1974,B,1,sales.m,68.0798348605966
1975,B,1,sales.m,1095.28136283876
1974,C,1,sales.m,33.38216513940339
1975,C,1,sales.m,537.05863716124
1976,A,1,sales.m,706.35
1976,B,1,sales.m,78.77
1976,C,1,sales.m,0
1976,D,1,sales.m,0
1976,E,1,sales.m,0
1976,F,1,sales.m,0
1977,A,1,sales.m,920.7
1977,B,1,sales.m,249
1977,C,1,sales.m,0
1977,D,1,sales.m,6.27
1977,E,1,sales.m,0
1977,F,1,sales.m,0
1974,A,11,sales.m,2.3
1975,A,11,sales.m,26.36
1974,D,11,sales.m,0
1975,D,11,sales.m,0
1974,E,11,sales.m,0
1975,E,11,sales.m,0
1974,F,11,sales.m,0
1975,F,11,sales.m,0
1974,B,11,sales.m,0.352
1975,B,11,sales.m,0
1974,C,11,sales.m,0
1975,C,11,sales.m,0
1976,A,11,sales.m,20.5
1976,B,11,sales.m,6.95
1976,C,11,sales.m,0
1976,D,11,sales.m,0
1976,E,11,sales.m,0
1976,F,11,sales.m,0
1977,A,11,sales.m,0
1977,B,11,sales.m,0
1977,C,11,sales.m,0
1977,D,11,sales.m,0
1977,E,11,sales.m,0
1977,F,11,sales.m,0
1974,A,12,sales.m,0
1975,A,12,sales.m,0
1974,D,12,sales.m,38
1975,D,12,sales.m,0
1974,E,12,sales.m,0
1975,E,12,sales.m,0
1974,F,12,sales.m,0
1975,F,12,sales.m,0
1974,B,12,sales.m,234.22
1975,B,12,sales.m,11.63
1974,C,12,sales.m,0
1975,C,12,sales.m,0
1976,A,12,sales.m,27.4
1976,B,12,sales.m,0
1976,C,12,sales.m,0
1976,D,12,sales.m,45.85
1976,E,12,sales.m,0
1976,F,12,sales.m,0
1977,A,12,sales.m,121.15
1977,B,12,sales.m,38
1977,C,12,sales.m,0
1977,D,12,sales.m,11
1977,E,12,sales.m,20
1977,F,12,sales.m,0
1974,A,15,sales.m,0
1975,A,15,sales.m,0
1974,D,15,sales.m,0
1975,D,15,sales.m,0
1974,E,15,sales.m,0
1975,E,15,sales.m,0
1974,F,15,sales.m,0
1975,F,15,sales.m,0
1974,B,15,sales.m,847.6510824320156
1975,B,15,sales.m,1009.2887142901662
1974,C,15,sales.m,101.21391756798445
1975,C,15,sales.m,120.51428570983391
1976,A,15,sales.m,0
1976,B,15,sales.m,1677.715
1976,C,15,sales.m,20
1976,D,15,sales.m,0
1976,E,15,sales.m,0
1976,F,15,sales.m,0
1977,A,15,sales.m,0
1977,B,15,sales.m,1825.349
1977,C,15,sales.m,35
1977,D,15,sales.m,34.55
1977,E,15,sales.m,0
1977,F,15,sales.m,0
1974,A,16,sales.m,7.5
1975,A,16,sales.m,1.9
1974,D,16,sales.m,66
1975,D,16,sales.m,0
1974,E,16,sales.m,0
1975,E,16,sales.m,0
1974,F,16,sales.m,0
1975,F,16,sales.m,0
1974,B,16,sales.m,51.43033461327482
1975,B,16,sales.m,11.363654885980724
1974,C,16,sales.m,1.0696653867251784
1975,C,16,sales.m,0.23634511401927752
1976,A,16,sales.m,6.5
1976,B,16,sales.m,4.2
1976,C,16,sales.m,0
1976,D,16,sales.m,72.375
1976,E,16,sales.m,0
1976,F,16,sales.m,0
1977,A,16,sales.m,25.6
1977,B,16,sales.m,25.74
1977,C,16,sales.m,5.2
1977,D,16,sales.m,0
1977,E,16,sales.m,0
1977,F,16,sales.m,0
1974,A,17,sales.m,104.5
1975,A,17,sales.m,93
1974,D,17,sales.m,3.5
1975,D,17,sales.m,45.03
1974,E,17,sales.m,22.5
1975,E,17,sales.m,0
1974,F,17,sales.m,0
1975,F,17,sales.m,0
1974,B,17,sales.m,257.89465170278874
1975,B,17,sales.m,388.4356898846199
1974,C,17,sales.m,37.10334829721122
1975,C,17,sales.m,55.88431011538007
1976,A,17,sales.m,1
1976,B,17,sales.m,423.749
1976,C,17,sales.m,4.52
1976,D,17,sales.m,15
1976,E,17,sales.m,0
1976,F,17,sales.m,0
1977,A,17,sales.m,3
1977,B,17,sales.m,263.554
1977,C,17,sales.m,23.837
1977,D,17,sales.m,23.5
1977,E,17,sales.m,0
1977,F,17,sales.m,0
1974,A,2,sales.m,3
1975,A,2,sales.m,0
1974,D,2,sales.m,11.404
1975,D,2,sales.m,45.982
1974,E,2,sales.m,0
1975,E,2,sales.m,0
1974,F,2,sales.m,0
1975,F,2,sales.m,0
1974,B,2,sales.m,253.79895341127607
1975,B,2,sales.m,295.4485932038679
1974,C,2,sales.m,62.18804658872397
1975,C,2,sales.m,72.39340679613213
1976,A,2,sales.m,4.5
1976,B,2,sales.m,219.13
1976,C,2,sales.m,16.67
1976,D,2,sales.m,0
1976,E,2,sales.m,0
1976,F,2,sales.m,0
1977,A,2,sales.m,0
1977,B,2,sales.m,246.95
1977,C,2,sales.m,36.6
1977,D,2,sales.m,0
1977,E,2,sales.m,0
1977,F,2,sales.m,0
1974,A,3,sales.m,52.5
1975,A,3,sales.m,15.4
1974,D,3,sales.m,62
1975,D,3,sales.m,80.2
1974,E,3,sales.m,0
1975,E,3,sales.m,0
1974,F,3,sales.m,0
1975,F,3,sales.m,0
1974,B,3,sales.m,330.788887301682
1975,B,3,sales.m,207.97432151796397
1974,C,3,sales.m,31.126112698317982
1975,C,3,sales.m,19.56967848203602
1976,A,3,sales.m,15.75
1976,B,3,sales.m,537.821
1976,C,3,sales.m,123.746
1976,D,3,sales.m,38.15
1976,E,3,sales.m,17.5
1976,F,3,sales.m,0
1977,A,3,sales.m,66.74
1977,B,3,sales.m,524.945
1977,C,3,sales.m,23.6
1977,D,3,sales.m,59.2
1977,E,3,sales.m,0
1977,F,3,sales.m,0
1974,A,4-2,sales.m,8
1975,A,4-2,sales.m,0
1974,D,4-2,sales.m,0
1975,D,4-2,sales.m,43
1974,E,4-2,sales.m,0
1975,E,4-2,sales.m,0
1974,F,4-2,sales.m,0
1975,F,4-2,sales.m,0
1974,B,4-2,sales.m,32.12375448085495
1975,B,4-2,sales.m,58.2361685659399
1974,C,4-2,sales.m,13.908245519145044
1975,C,4-2,sales.m,25.21383143406009
1976,A,4-2,sales.m,60
1976,B,4-2,sales.m,62.24
1976,C,4-2,sales.m,0
1976,D,4-2,sales.m,10
1976,E,4-2,sales.m,0
1976,F,4-2,sales.m,0
1977,A,4-2,sales.m,30
1977,B,4-2,sales.m,27.11
1977,C,4-2,sales.m,20
1977,D,4-2,sales.m,129
1977,E,4-2,sales.m,0
1977,F,4-2,sales.m,0
1974,A,4-3,sales.m,14.5
1975,A,4-3,sales.m,37.2
1974,D,4-3,sales.m,7
1975,D,4-3,sales.m,12
1974,E,4-3,sales.m,0
1975,E,4-3,sales.m,0
1974,F,4-3,sales.m,0
1975,F,4-3,sales.m,0
1974,B,4-3,sales.m,101.56931241901226
1975,B,4-3,sales.m,93.90452797201989
1974,C,4-3,sales.m,10.060687580987732
1975,C,4-3,sales.m,9.301472027980111
1976,A,4-3,sales.m,218.7
1976,B,4-3,sales.m,204.2
1976,C,4-3,sales.m,15
1976,D,4-3,sales.m,84.1
1976,E,4-3,sales.m,0
1976,F,4-3,sales.m,30
1977,A,4-3,sales.m,229.2
1977,B,4-3,sales.m,606.518
1977,C,4-3,sales.m,45
1977,D,4-3,sales.m,163.5
1977,E,4-3,sales.m,0
1977,F,4-3,sales.m,50
1974,A,4-4,sales.m,75
1975,A,4-4,sales.m,100
1974,D,4-4,sales.m,50
1975,D,4-4,sales.m,147.046
1974,E,4-4,sales.m,0
1975,E,4-4,sales.m,0
1974,F,4-4,sales.m,0
1975,F,4-4,sales.m,0
1974,B,4-4,sales.m,91.3018678534106
1975,B,4-4,sales.m,92.41064201226817
1974,C,4-4,sales.m,32.38013214658938
1975,C,4-4,sales.m,32.773357987731806
1976,A,4-4,sales.m,67.3
1976,B,4-4,sales.m,109.942
1976,C,4-4,sales.m,89.342
1976,D,4-4,sales.m,103.3
1976,E,4-4,sales.m,0
1976,F,4-4,sales.m,0
1977,A,4-4,sales.m,45
1977,B,4-4,sales.m,93.83
1977,C,4-4,sales.m,73
1977,D,4-4,sales.m,189.7
1977,E,4-4,sales.m,0
1977,F,4-4,sales.m,0
1974,A,5,sales.m,15.1
1975,A,5,sales.m,19
1974,D,5,sales.m,93.65
1975,D,5,sales.m,32.6
1974,E,5,sales.m,0
1975,E,5,sales.m,0
1974,F,5,sales.m,0
1975,F,5,sales.m,120
1974,B,5,sales.m,507.46500897161627
1975,B,5,sales.m,665.4607198445221
1974,C,5,sales.m,329.38999102838375
1975,C,5,sales.m,431.94328015547785
1976,A,5,sales.m,62.45
1976,B,5,sales.m,723.404
1976,C,5,sales.m,558.1
1976,D,5,sales.m,79.2
1976,E,5,sales.m,30
1976,F,5,sales.m,820
1977,A,5,sales.m,76.44
1977,B,5,sales.m,998.748
1977,C,5,sales.m,921.62
1977,D,5,sales.m,88.2
1977,E,5,sales.m,30
1977,F,5,sales.m,1950
1974,A,6,sales.m,0
1975,A,6,sales.m,0
1974,D,6,sales.m,0
1975,D,6,sales.m,13
1974,E,6,sales.m,0
1975,E,6,sales.m,0
1974,F,6,sales.m,6
1975,F,6,sales.m,0
1974,B,6,sales.m,616.8514568061679
1975,B,6,sales.m,546.3748971949537
1974,C,6,sales.m,94.92554319383206
1975,C,6,sales.m,84.08010280504622
1976,A,6,sales.m,0
1976,B,6,sales.m,136.7
1976,C,6,sales.m,0
1976,D,6,sales.m,10
1976,E,6,sales.m,3
1976,F,6,sales.m,0
1977,A,6,sales.m,1.02
1977,B,6,sales.m,141.24
1977,C,6,sales.m,19.8
1977,D,6,sales.m,7
1977,E,6,sales.m,19
1977,F,6,sales.m,0
1974,A,7-1,sales.m,0
1975,A,7-1,sales.m,3.906
1974,D,7-1,sales.m,0
1975,D,7-1,sales.m,0
1974,E,7-1,sales.m,0
1975,E,7-1,sales.m,0
1974,F,7-1,sales.m,0
1975,F,7-1,sales.m,0
1974,B,7-1,sales.m,7.78
1975,B,7-1,sales.m,35.16
1974,C,7-1,sales.m,0
1975,C,7-1,sales.m,0
1976,A,7-1,sales.m,0
1976,B,7-1,sales.m,0
1976,C,7-1,sales.m,0
1976,D,7-1,sales.m,0
1976,E,7-1,sales.m,0
1976,F,7-1,sales.m,0
1977,A,7-1,sales.m,0
1977,B,7-1,sales.m,55
1977,C,7-1,sales.m,0
1977,D,7-1,sales.m,35
1977,E,7-1,sales.m,0
1977,F,7-1,sales.m,166
1974,A,7-3,sales.m,54
1975,A,7-3,sales.m,64.2
1974,D,7-3,sales.m,611.15
1975,D,7-3,sales.m,445.63
1974,E,7-3,sales.m,0
1975,E,7-3,sales.m,0
1974,F,7-3,sales.m,0
1975,F,7-3,sales.m,0
1974,B,7-3,sales.m,1353.9603260459141
1975,B,7-3,sales.m,825.252061433198
1974,C,7-3,sales.m,1016.6726739540852
1975,C,7-3,sales.m,619.6719385668017
1976,A,7-3,sales.m,276.679
1976,B,7-3,sales.m,1755.533
1976,C,7-3,sales.m,370.04
1976,D,7-3,sales.m,1104.06
1976,E,7-3,sales.m,0
1976,F,7-3,sales.m,0
1977,A,7-3,sales.m,139
1977,B,7-3,sales.m,2401.229
1977,C,7-3,sales.m,1077.96
1977,D,7-3,sales.m,2316.18
1977,E,7-3,sales.m,0
1977,F,7-3,sales.m,0
1974,A,7-8,sales.m,0
1975,A,7-8,sales.m,0
1974,D,7-8,sales.m,2.5
1975,D,7-8,sales.m,27
1974,E,7-8,sales.m,0
1975,E,7-8,sales.m,0
1974,F,7-8,sales.m,0
1975,F,7-8,sales.m,0
1974,B,7-8,sales.m,231.37497230787955
1975,B,7-8,sales.m,131.01636206686683
1974,C,7-8,sales.m,33.40502769212042
1975,C,7-8,sales.m,18.915637933133162
1976,A,7-8,sales.m,18
1976,B,7-8,sales.m,209
1976,C,7-8,sales.m,7
1976,D,7-8,sales.m,56.8
1976,E,7-8,sales.m,2
1976,F,7-8,sales.m,0
1977,A,7-8,sales.m,28.65
1977,B,7-8,sales.m,193.7
1977,C,7-8,sales.m,20
1977,D,7-8,sales.m,89.325
1977,E,7-8,sales.m,0
1977,F,7-8,sales.m,0
1974,A,8,sales.m,0
1975,A,8,sales.m,0
1974,D,8,sales.m,0
1975,D,8,sales.m,0
1974,E,8,sales.m,0
1975,E,8,sales.m,0
1974,F,8,sales.m,0
1975,F,8,sales.m,0
1974,B,8,sales.m,6
1975,B,8,sales.m,12.55
1974,C,8,sales.m,0
1975,C,8,sales.m,0
1976,A,8,sales.m,0
1976,B,8,sales.m,0
1976,C,8,sales.m,0
1976,D,8,sales.m,0
1976,E,8,sales.m,0
1976,F,8,sales.m,0
1977,A,8,sales.m,0
1977,B,8,sales.m,125.5
1977,C,8,sales.m,0
1977,D,8,sales.m,0
1977,E,8,sales.m,0
1977,F,8,sales.m,0
1974,A,export,sales.m,174
1975,A,export,sales.m,236.3
1974,D,export,sales.m,62.675
1975,D,export,sales.m,96.765
1974,E,export,sales.m,0
1975,E,export,sales.m,0
1974,F,export,sales.m,0
1975,F,export,sales.m,60.5
1974,B,export,sales.m,55.94679068772247
1975,B,export,sales.m,48.87453095264114
1974,C,export,sales.m,4.760209312277535
1975,C,export,sales.m,4.158469047358864
1976,A,export,sales.m,6.197
1976,B,export,sales.m,197.914
1976,C,export,sales.m,13
1976,D,export,sales.m,91.454
1976,E,export,sales.m,0
1976,F,export,sales.m,0
1977,A,export,sales.m,141.227
1977,B,export,sales.m,140.262
1977,C,export,sales.m,0
1977,D,export,sales.m,634.592
1977,E,export,sales.m,0
1977,F,export,sales.m,0
1978,A,1,quantity,53
1978,A,1,sales.m,426.8
1978,A,11,quantity,0
1978,A,11,sales.m,0
1978,A,12,quantity,30
1978,A,12,sales.m,14.55
1978,A,15,quantity,7
1978,A,15,sales.m,3.64
1978,A,16,quantity,3
1978,A,16,sales.m,22.69
1978,A,17,quantity,27
1978,A,17,sales.m,25.99
1978,A,2,quantity,0
1978,A,2,sales.m,0
1978,A,3,quantity,67
1978,A,3,sales.m,37.64
1978,A,4-2,quantity,6
1978,A,4-2,sales.m,15
