code_union,code_union_app,variable,value,year
5,110,quantity,1943,1997
5,110,sales.m,9855,1997
5,160,quantity,199,1997
5,160,sales.m,720,1997
5,170,quantity,58,1997
5,170,sales.m,306,1997
5,190,quantity,1471,1997
5,190,sales.m,5940,1997
5,200,quantity,9850,1997
5,200,sales.m,124510,1997
5,900,quantity,55,1997
5,900,sales.m,1611,1997
6,110,quantity,211,1997
6,110,sales.m,1025,1997
6,160,quantity,0,1997
6,160,sales.m,14,1997
6,170,quantity,2,1997
6,170,sales.m,16,1997
6,190,quantity,12,1997
6,190,sales.m,158,1997
6,200,quantity,179,1997
6,200,sales.m,1316,1997
6,900,quantity,5,1997
6,900,sales.m,47,1997
7-1,110,quantity,0,1997
7-1,110,sales.m,0,1997
7-1,160,quantity,29,1997
7-1,160,sales.m,462,1997
7-1,170,quantity,0,1997
7-1,170,sales.m,0,1997
7-1,190,quantity,6,1997
7-1,190,sales.m,169,1997
7-1,200,quantity,0,1997
7-1,200,sales.m,0,1997
7-1,900,quantity,2,1997
7-1,900,sales.m,29,1997
7-3,110,quantity,1517,1997
7-3,110,sales.m,8560,1997
7-3,160,quantity,4691,1997
7-3,160,sales.m,22984,1997
7-3,170,quantity,174,1997
7-3,170,sales.m,2229,1997
7-3,190,quantity,1442,1997
7-3,190,sales.m,8425,1997
7-3,200,quantity,2013,1997
7-3,200,sales.m,7904,1997
7-3,900,quantity,36,1997
7-3,900,sales.m,409,1997
7-8,110,quantity,112,1997
7-8,110,sales.m,844,1997
7-8,160,quantity,51,1997
7-8,160,sales.m,308,1997
7-8,170,quantity,30,1997
7-8,170,sales.m,219,1997
7-8,190,quantity,212,1997
7-8,190,sales.m,1047,1997
7-8,200,quantity,32,1997
7-8,200,sales.m,335,1997
7-8,900,quantity,9,1997
7-8,900,sales.m,228,1997
8,110,quantity,437,1997
8,110,sales.m,7287,1997
8,160,quantity,0,1997
8,160,sales.m,0,1997
8,170,quantity,0,1997
8,170,sales.m,0,1997
8,190,quantity,1,1997
8,190,sales.m,6,1997
8,200,quantity,0,1997
8,200,sales.m,0,1997
8,900,quantity,100,1997
8,900,sales.m,1346,1997
export,110,quantity,8339,1997
export,110,sales.m,28344,1997
export,160,quantity,10862,1997
export,160,sales.m,39629,1997
export,170,quantity,223,1997
export,170,sales.m,2402,1997
export,190,quantity,909,1997
export,190,sales.m,6200,1997
export,200,quantity,10784,1997
export,200,sales.m,188082,1997
export,900,quantity,135,1997
export,900,sales.m,911,1997
1,110,quantity,14,1998
1,110,sales.m,453,1998
1,160,quantity,23,1998
1,160,sales.m,175,1998
1,170,quantity,3,1998
1,170,sales.m,129,1998
1,190,quantity,13,1998
1,190,sales.m,247,1998
1,200,quantity,0,1998
1,200,sales.m,0,1998
1,900,quantity,4,1998
1,900,sales.m,90,1998
11,110,quantity,170,1998
11,110,sales.m,2851,1998
11,160,quantity,0,1998
11,160,sales.m,5,1998
11,170,quantity,0,1998
11,170,sales.m,0,1998
11,190,quantity,2,1998
11,190,sales.m,63,1998
11,200,quantity,1,1998
11,200,sales.m,2,1998
11,900,quantity,2,1998
11,900,sales.m,16,1998
12,110,quantity,198,1998
12,110,sales.m,1485,1998
12,160,quantity,1,1998
12,160,sales.m,8,1998
12,170,quantity,3,1998
12,170,sales.m,17,1998
12,190,quantity,2,1998
12,190,sales.m,6,1998
12,200,quantity,20,1998
12,200,sales.m,210,1998
12,900,quantity,17,1998
12,900,sales.m,334,1998
15,110,quantity,6650,1998
15,110,sales.m,19857,1998
15,160,quantity,0,1998
15,160,sales.m,0,1998
15,170,quantity,7,1998
15,170,sales.m,52,1998
15,190,quantity,55,1998
15,190,sales.m,183,1998
15,200,quantity,9,1998
15,200,sales.m,181,1998
15,900,quantity,1,1998
15,900,sales.m,5,1998
16,110,quantity,153,1998
16,110,sales.m,1808,1998
16,160,quantity,1,1998
16,160,sales.m,10,1998
16,170,quantity,2,1998
16,170,sales.m,15,1998
16,190,quantity,17,1998
16,190,sales.m,96,1998
16,200,quantity,3,1998
16,200,sales.m,21,1998
16,900,quantity,11,1998
16,900,sales.m,81,1998
17,110,quantity,556,1998
17,110,sales.m,3249,1998
17,160,quantity,247,1998
17,160,sales.m,1897,1998
17,170,quantity,16,1998
17,170,sales.m,236,1998
17,190,quantity,172,1998
17,190,sales.m,1040,1998
17,200,quantity,2803,1998
17,200,sales.m,11585,1998
17,900,quantity,479,1998
17,900,sales.m,2150,1998
2,110,quantity,176,1998
2,110,sales.m,702,1998
2,160,quantity,10,1998
2,160,sales.m,58,1998
2,170,quantity,7,1998
2,170,sales.m,13,1998
2,190,quantity,14,1998
2,190,sales.m,35,1998
2,200,quantity,0,1998
2,200,sales.m,0,1998
2,900,quantity,0,1998
2,900,sales.m,9,1998
27,110,quantity,175,1998
27,110,sales.m,2040,1998
27,160,quantity,50,1998
27,160,sales.m,201,1998
27,170,quantity,0,1998
27,170,sales.m,0,1998
27,190,quantity,2,1998
27,190,sales.m,7,1998
27,200,quantity,1,1998
27,200,sales.m,7,1998
27,900,quantity,324,1998
27,900,sales.m,2975,1998
3,110,quantity,355,1998
3,110,sales.m,1950,1998
3,160,quantity,592,1998
3,160,sales.m,4451,1998
3,170,quantity,12,1998
3,170,sales.m,71,1998
3,190,quantity,191,1998
3,190,sales.m,1467,1998
3,200,quantity,1,1998
3,200,sales.m,20,1998
3,900,quantity,10,1998
3,900,sales.m,260,1998
4-2,110,quantity,6,1998
4-2,110,sales.m,19,1998
4-2,160,quantity,32,1998
4-2,160,sales.m,834,1998
4-2,170,quantity,1,1998
4-2,170,sales.m,43,1998
4-2,190,quantity,9,1998
4-2,190,sales.m,110,1998
4-2,200,quantity,1,1998
4-2,200,sales.m,8,1998
4-2,900,quantity,0,1998
4-2,900,sales.m,0,1998
4-3,110,quantity,208,1998
4-3,110,sales.m,595,1998
4-3,160,quantity,117,1998
4-3,160,sales.m,389,1998
4-3,170,quantity,0,1998
4-3,170,sales.m,0,1998
4-3,190,quantity,57,1998
4-3,190,sales.m,529,1998
4-3,200,quantity,10,1998
4-3,200,sales.m,234,1998
4-3,900,quantity,1,1998
4-3,900,sales.m,10,1998
4-4,110,quantity,453,1998
4-4,110,sales.m,2358,1998
4-4,160,quantity,234,1998
4-4,160,sales.m,1868,1998
4-4,170,quantity,16,1998
4-4,170,sales.m,159,1998
4-4,190,quantity,96,1998
4-4,190,sales.m,1078,1998
4-4,200,quantity,75,1998
4-4,200,sales.m,700,1998
4-4,900,quantity,79,1998
4-4,900,sales.m,518,1998
5,110,quantity,1044,1998
5,110,sales.m,6628,1998
5,160,quantity,210,1998
5,160,sales.m,734,1998
5,170,quantity,76,1998
5,170,sales.m,562,1998
5,190,quantity,319,1998
5,190,sales.m,448,1998
5,200,quantity,7554,1998
5,200,sales.m,99314,1998
5,900,quantity,951,1998
5,900,sales.m,6121,1998
6,110,quantity,205,1998
6,110,sales.m,984,1998
6,160,quantity,2,1998
6,160,sales.m,137,1998
6,170,quantity,1,1998
6,170,sales.m,14,1998
6,190,quantity,108,1998
6,190,sales.m,172,1998
6,200,quantity,464,1998
6,200,sales.m,709,1998
6,900,quantity,3,1998
6,900,sales.m,57,1998
7-1,110,quantity,9,1998
7-1,110,sales.m,38,1998
7-1,160,quantity,9,1998
7-1,160,sales.m,171,1998
7-1,170,quantity,0,1998
7-1,170,sales.m,0,1998
7-1,190,quantity,4,1998
7-1,190,sales.m,53,1998
7-1,200,quantity,0,1998
7-1,200,sales.m,0,1998
7-1,900,quantity,4,1998
7-1,900,sales.m,171,1998
7-3,110,quantity,1674,1998
7-3,110,sales.m,9131,1998
7-3,160,quantity,5119,1998
7-3,160,sales.m,28271,1998
7-3,170,quantity,232,1998
7-3,170,sales.m,2376,1998
7-3,190,quantity,1661,1998
7-3,190,sales.m,12435,1998
7-3,200,quantity,1975,1998
7-3,200,sales.m,6643,1998
7-3,900,quantity,103,1998
7-3,900,sales.m,823,1998
7-8,110,quantity,107,1998
7-8,110,sales.m,868,1998
7-8,160,quantity,112,1998
7-8,160,sales.m,1120,1998
7-8,170,quantity,17,1998
7-8,170,sales.m,258,1998
7-8,190,quantity,105,1998
7-8,190,sales.m,647,1998
7-8,200,quantity,7,1998
7-8,200,sales.m,136,1998
7-8,900,quantity,27,1998
7-8,900,sales.m,413,1998
8,110,quantity,326,1998
8,110,sales.m,5482,1998
8,160,quantity,0,1998
8,160,sales.m,0,1998
8,170,quantity,0,1998
8,170,sales.m,0,1998
8,190,quantity,0,1998
8,190,sales.m,0,1998
8,200,quantity,0,1998
8,200,sales.m,0,1998
8,900,quantity,64,1998
8,900,sales.m,857,1998
export,110,quantity,7381,1998
export,110,sales.m,24162,1998
export,160,quantity,7690,1998
export,160,sales.m,30915,1998
export,170,quantity,197,1998
export,170,sales.m,2812,1998
export,190,quantity,1317,1998
export,190,sales.m,5522,1998
export,200,quantity,9024,1998
export,200,sales.m,159172,1998
export,900,quantity,124,1998
export,900,sales.m,2126,1998
1,110,quantity,29,1999
1,110,sales.m,283,1999
1,160,quantity,9,1999
1,160,sales.m,59,1999
1,170,quantity,0,1999
1,170,sales.m,0,1999
1,190,quantity,10,1999
1,190,sales.m,173,1999
1,200,quantity,0,1999
1,200,sales.m,0,1999
1,900,quantity,5,1999
1,900,sales.m,80,1999
11,110,quantity,113,1999
11,110,sales.m,1863,1999
11,160,quantity,0,1999
11,160,sales.m,3,1999
11,170,quantity,0,1999
11,170,sales.m,0,1999
11,190,quantity,3,1999
11,190,sales.m,46,1999
11,200,quantity,4,1999
11,200,sales.m,15,1999
11,900,quantity,2,1999
11,900,sales.m,20,1999
12,110,quantity,134,1999
12,110,sales.m,1074,1999
12,160,quantity,2,1999
12,160,sales.m,16,1999
12,170,quantity,2,1999
12,170,sales.m,12,1999
12,190,quantity,1,1999
12,190,sales.m,3,1999
12,200,quantity,2,1999
12,200,sales.m,12,1999
12,900,quantity,3,1999
12,900,sales.m,18,1999
15,110,quantity,6174,1999
15,110,sales.m,16050,1999
15,160,quantity,2,1999
15,160,sales.m,12,1999
15,170,quantity,6,1999
15,170,sales.m,51,1999
15,190,quantity,14,1999
15,190,sales.m,64,1999
15,200,quantity,8,1999
15,200,sales.m,20,1999
15,900,quantity,0,1999
15,900,sales.m,0,1999
16,110,quantity,109,1999
16,110,sales.m,1238,1999
16,160,quantity,1,1999
16,160,sales.m,19,1999
16,170,quantity,0,1999
16,170,sales.m,0,1999
16,190,quantity,2,1999
16,190,sales.m,8,1999
16,200,quantity,5,1999
16,200,sales.m,31,1999
16,900,quantity,6,1999
16,900,sales.m,24,1999
17,110,quantity,389,1999
17,110,sales.m,2471,1999
17,160,quantity,170,1999
17,160,sales.m,1712,1999
17,170,quantity,35,1999
17,170,sales.m,350,1999
17,190,quantity,148,1999
17,190,sales.m,1180,1999
17,200,quantity,3084,1999
17,200,sales.m,13306,1999
17,900,quantity,380,1999
17,900,sales.m,2140,1999
2,110,quantity,163,1999
2,110,sales.m,651,1999
2,160,quantity,8,1999
2,160,sales.m,23,1999
2,170,quantity,26,1999
2,170,sales.m,56,1999
2,190,quantity,29,1999
2,190,sales.m,308,1999
2,200,quantity,9,1999
2,200,sales.m,120,1999
2,900,quantity,6,1999
2,900,sales.m,15,1999
27,110,quantity,200,1999
27,110,sales.m,2356,1999
27,160,quantity,31,1999
27,160,sales.m,289,1999
27,170,quantity,2,1999
27,170,sales.m,35,1999
27,190,quantity,4,1999
27,190,sales.m,20,1999
27,200,quantity,5,1999
27,200,sales.m,432,1999
27,900,quantity,296,1999
27,900,sales.m,4224,1999
3,110,quantity,197,1999
3,110,sales.m,1245,1999
3,160,quantity,347,1999
3,160,sales.m,2379,1999
3,170,quantity,18,1999
3,170,sales.m,180,1999
3,190,quantity,201,1999
3,190,sales.m,1255,1999
3,200,quantity,1,1999
3,200,sales.m,4,1999
3,900,quantity,3,1999
3,900,sales.m,15,1999
4-2,110,quantity,35,1999
4-2,110,sales.m,129,1999
4-2,160,quantity,41,1999
4-2,160,sales.m,776,1999
4-2,170,quantity,6,1999
4-2,170,sales.m,212,1999
4-2,190,quantity,1,1999
4-2,190,sales.m,5,1999
4-2,200,quantity,0,1999
4-2,200,sales.m,0,1999
4-2,900,quantity,1,1999
4-2,900,sales.m,6,1999
4-3,110,quantity,107,1999
4-3,110,sales.m,268,1999
4-3,160,quantity,120,1999
4-3,160,sales.m,405,1999
4-3,170,quantity,0,1999
4-3,170,sales.m,0,1999
4-3,190,quantity,111,1999
4-3,190,sales.m,1176,1999
4-3,200,quantity,0,1999
4-3,200,sales.m,0,1999
4-3,900,quantity,0,1999
4-3,900,sales.m,0,1999
4-4,110,quantity,489,1999
4-4,110,sales.m,2569,1999
4-4,160,quantity,188,1999
4-4,160,sales.m,1429,1999
4-4,170,quantity,4,1999
4-4,170,sales.m,20,1999
4-4,190,quantity,105,1999
4-4,190,sales.m,657,1999
4-4,200,quantity,22,1999
4-4,200,sales.m,176,1999
4-4,900,quantity,1159,1999
4-4,900,sales.m,2611,1999
5,110,quantity,855,1999
5,110,sales.m,6970,1999
5,160,quantity,150,1999
5,160,sales.m,481,1999
5,170,quantity,36,1999
5,170,sales.m,276,1999
5,190,quantity,367,1999
5,190,sales.m,735,1999
5,200,quantity,8390,1999
5,200,sales.m,106380,1999
5,900,quantity,1995,1999
5,900,sales.m,8440,1999
6,110,quantity,97,1999
6,110,sales.m,1053,1999
6,160,quantity,10,1999
6,160,sales.m,24,1999
6,170,quantity,3,1999
6,170,sales.m,17,1999
6,190,quantity,23,1999
6,190,sales.m,98,1999
6,200,quantity,726,1999
6,200,sales.m,2807,1999
6,900,quantity,1,1999
6,900,sales.m,18,1999
7-1,110,quantity,0,1999
7-1,110,sales.m,15,1999
7-1,160,quantity,24,1999
7-1,160,sales.m,154,1999
7-1,170,quantity,0,1999
7-1,170,sales.m,0,1999
7-1,190,quantity,2,1999
7-1,190,sales.m,89,1999
7-1,200,quantity,0,1999
7-1,200,sales.m,0,1999
7-1,900,quantity,0,1999
7-1,900,sales.m,0,1999
7-3,110,quantity,1714,1999
7-3,110,sales.m,8326,1999
7-3,160,quantity,4945,1999
7-3,160,sales.m,21950,1999
7-3,170,quantity,178,1999
7-3,170,sales.m,1482,1999
7-3,190,quantity,1429,1999
7-3,190,sales.m,7825,1999
7-3,200,quantity,1198,1999
7-3,200,sales.m,4262,1999
7-3,900,quantity,63,1999
7-3,900,sales.m,549,1999
7-8,110,quantity,75,1999
7-8,110,sales.m,604,1999
7-8,160,quantity,107,1999
7-8,160,sales.m,863,1999
7-8,170,quantity,7,1999
7-8,170,sales.m,49,1999
7-8,190,quantity,81,1999
7-8,190,sales.m,788,1999
7-8,200,quantity,94,1999
7-8,200,sales.m,433,1999
7-8,900,quantity,19,1999
7-8,900,sales.m,335,1999
8,110,quantity,328,1999
8,110,sales.m,4948,1999
8,160,quantity,0,1999
8,160,sales.m,0,1999
8,170,quantity,0,1999
8,170,sales.m,0,1999
8,190,quantity,2,1999
8,190,sales.m,303,1999
8,200,quantity,0,1999
8,200,sales.m,0,1999
8,900,quantity,35,1999
8,900,sales.m,625,1999
export,110,quantity,11098,1999
export,110,sales.m,37477,1999
export,160,quantity,9823,1999
export,160,sales.m,37274,1999
export,170,quantity,193,1999
export,170,sales.m,1681,1999
export,190,quantity,1357,1999
export,190,sales.m,7188,1999
export,200,quantity,10885,1999
export,200,sales.m,185299,1999
export,900,quantity,298,1999
export,900,sales.m,5327,1999
1,110,quantity,16,2000
1,110,sales.m,116,2000
1,160,quantity,21,2000
1,160,sales.m,143,2000
1,170,quantity,0,2000
1,170,sales.m,0,2000
1,190,quantity,17,2000
1,190,sales.m,343,2000
1,200,quantity,0,2000
1,200,sales.m,0,2000
1,900,quantity,1,2000
1,900,sales.m,14,2000
11,110,quantity,90,2000
11,110,sales.m,1333,2000
11,160,quantity,1,2000
11,160,sales.m,2,2000
11,170,quantity,1,2000
11,170,sales.m,8,2000
11,190,quantity,6,2000
11,190,sales.m,42,2000
11,200,quantity,1,2000
11,200,sales.m,24,2000
11,900,quantity,3,2000
11,900,sales.m,8,2000
12,110,quantity,215,2000
12,110,sales.m,1483,2000
12,160,quantity,0,2000
12,160,sales.m,0,2000
12,170,quantity,3,2000
12,170,sales.m,22,2000
12,190,quantity,1,2000
12,190,sales.m,18,2000
12,200,quantity,1,2000
12,200,sales.m,7,2000
12,900,quantity,16,2000
12,900,sales.m,398,2000
15,110,quantity,9510,2000
15,110,sales.m,19593,2000
15,160,quantity,4,2000
15,160,sales.m,20,2000
15,170,quantity,18,2000
15,170,sales.m,141,2000
15,190,quantity,49,2000
15,190,sales.m,139,2000
15,200,quantity,1,2000
15,200,sales.m,2,2000
15,900,quantity,2,2000
15,900,sales.m,5,2000
16,110,quantity,114,2000
16,110,sales.m,1141,2000
16,160,quantity,2,2000
16,160,sales.m,7,2000
16,170,quantity,6,2000
16,170,sales.m,19,2000
16,190,quantity,7,2000
16,190,sales.m,61,2000
16,200,quantity,8,2000
16,200,sales.m,18,2000
16,900,quantity,17,2000
16,900,sales.m,135,2000
17,110,quantity,421,2000
17,110,sales.m,2548,2000
17,160,quantity,153,2000
17,160,sales.m,1174,2000
17,170,quantity,21,2000
17,170,sales.m,197,2000
17,190,quantity,228,2000
17,190,sales.m,832,2000
17,200,quantity,4287,2000
17,200,sales.m,19003,2000
17,900,quantity,268,2000
17,900,sales.m,1366,2000
2,110,quantity,156,2000
2,110,sales.m,643,2000
2,160,quantity,10,2000
2,160,sales.m,28,2000
2,170,quantity,26,2000
2,170,sales.m,51,2000
2,190,quantity,10,2000
2,190,sales.m,88,2000
2,200,quantity,0,2000
2,200,sales.m,0,2000
2,900,quantity,3,2000
2,900,sales.m,43,2000
27,110,quantity,120,2000
27,110,sales.m,1081,2000
27,160,quantity,78,2000
27,160,sales.m,350,2000
27,170,quantity,3,2000
27,170,sales.m,110,2000
27,190,quantity,5,2000
27,190,sales.m,31,2000
27,200,quantity,42,2000
27,200,sales.m,129,2000
27,900,quantity,210,2000
27,900,sales.m,1612,2000
3,110,quantity,267,2000
3,110,sales.m,1515,2000
3,160,quantity,443,2000
3,160,sales.m,2766,2000
3,170,quantity,36,2000
3,170,sales.m,132,2000
3,190,quantity,168,2000
3,190,sales.m,548,2000
3,200,quantity,21,2000
3,200,sales.m,79,2000
3,900,quantity,5,2000
3,900,sales.m,23,2000
4-2,110,quantity,13,2000
4-2,110,sales.m,49,2000
4-2,160,quantity,54,2000
4-2,160,sales.m,934,2000
4-2,170,quantity,0,2000
4-2,170,sales.m,2,2000
4-2,190,quantity,1,2000
4-2,190,sales.m,17,2000
4-2,200,quantity,1,2000
4-2,200,sales.m,76,2000
4-2,900,quantity,5,2000
4-2,900,sales.m,136,2000
4-3,110,quantity,34,2000
4-3,110,sales.m,281,2000
4-3,160,quantity,88,2000
4-3,160,sales.m,326,2000
4-3,170,quantity,1,2000
4-3,170,sales.m,7,2000
4-3,190,quantity,128,2000
4-3,190,sales.m,548,2000
4-3,200,quantity,0,2000
4-3,200,sales.m,0,2000
4-3,900,quantity,6,2000
4-3,900,sales.m,27,2000
4-4,110,quantity,572,2000
4-4,110,sales.m,2526,2000
4-4,160,quantity,221,2000
4-4,160,sales.m,1702,2000
4-4,170,quantity,41,2000
4-4,170,sales.m,316,2000
4-4,190,quantity,307,2000
4-4,190,sales.m,1174,2000
4-4,200,quantity,18,2000
4-4,200,sales.m,530,2000
4-4,900,quantity,2079,2000
4-4,900,sales.m,9071,2000
5,110,quantity,1144,2000
5,110,sales.m,6557,2000
5,160,quantity,116,2000
5,160,sales.m,416,2000
5,170,quantity,40,2000
5,170,sales.m,224,2000
5,190,quantity,434,2000
5,190,sales.m,1324,2000
5,200,quantity,8679,2000
5,200,sales.m,109446,2000
5,900,quantity,3861,2000
5,900,sales.m,24886,2000
6,110,quantity,132,2000
6,110,sales.m,837,2000
6,160,quantity,7,2000
6,160,sales.m,27,2000
6,170,quantity,5,2000
6,170,sales.m,33,2000
6,190,quantity,56,2000
6,190,sales.m,253,2000
6,200,quantity,3286,2000
6,200,sales.m,38402,2000
6,900,quantity,7,2000
6,900,sales.m,1063,2000
7-1,110,quantity,2,2000
7-1,110,sales.m,5,2000
7-1,160,quantity,25,2000
7-1,160,sales.m,93,2000
7-1,170,quantity,0,2000
7-1,170,sales.m,0,2000
7-1,190,quantity,5,2000
7-1,190,sales.m,100,2000
7-1,200,quantity,0,2000
7-1,200,sales.m,0,2000
7-1,900,quantity,2,2000
7-1,900,sales.m,17,2000
7-3,110,quantity,1814,2000
7-3,110,sales.m,9117,2000
7-3,160,quantity,5708,2000
7-3,160,sales.m,25171,2000
7-3,170,quantity,166,2000
7-3,170,sales.m,1341,2000
7-3,190,quantity,1539,2000
7-3,190,sales.m,6314,2000
7-3,200,quantity,1026,2000
7-3,200,sales.m,4245,2000
7-3,900,quantity,54,2000
7-3,900,sales.m,1474,2000
7-8,110,quantity,99,2000
7-8,110,sales.m,910,2000
7-8,160,quantity,36,2000
7-8,160,sales.m,221,2000
7-8,170,quantity,15,2000
7-8,170,sales.m,175,2000
7-8,190,quantity,95,2000
7-8,190,sales.m,433,2000
7-8,200,quantity,374,2000
7-8,200,sales.m,742,2000
7-8,900,quantity,7,2000
7-8,900,sales.m,298,2000
8,110,quantity,363,2000
8,110,sales.m,5446,2000
8,160,quantity,0,2000
8,160,sales.m,0,2000
8,170,quantity,0,2000
8,170,sales.m,0,2000
8,190,quantity,1,2000
8,190,sales.m,125,2000
8,200,quantity,0,2000
8,200,sales.m,0,2000
8,900,quantity,31,2000
8,900,sales.m,702,2000
export,110,quantity,12623,2000
export,110,sales.m,34527,2000
export,160,quantity,10431,2000
export,160,sales.m,36909,2000
export,170,quantity,185,2000
export,170,sales.m,1295,2000
export,190,quantity,1430,2000
export,190,sales.m,4989,2000
export,200,quantity,14915,2000
export,200,sales.m,232681,2000
export,900,quantity,1174,2000
export,900,sales.m,12178,2000
1,110,quantity,18,2001
1,110,sales.m,195,2001
1,160,quantity,23,2001
1,160,sales.m,411,2001
1,170,quantity,0,2001
1,170,sales.m,0,2001
1,190,quantity,14,2001
1,190,sales.m,102,2001
1,200,quantity,0,2001
1,200,sales.m,0,2001
1,900,quantity,1,2001
1,900,sales.m,5,2001
11,110,quantity,127,2001
11,110,sales.m,1600,2001
11,160,quantity,0,2001
11,160,sales.m,2,2001
11,170,quantity,0,2001
11,170,sales.m,0,2001
11,190,quantity,5,2001
11,190,sales.m,89,2001
11,200,quantity,3,2001
11,200,sales.m,25,2001
11,900,quantity,4,2001
11,900,sales.m,49,2001
12,110,quantity,221,2001
12,110,sales.m,1960,2001
12,160,quantity,0,2001
12,160,sales.m,1,2001
12,170,quantity,2,2001
12,170,sales.m,57,2001
12,190,quantity,5,2001
12,190,sales.m,81,2001
12,200,quantity,3,2001
12,200,sales.m,10,2001
12,900,quantity,5,2001
12,900,sales.m,47,2001
15,110,quantity,3656,2001
15,110,sales.m,15599,2001
15,160,quantity,0,2001
15,160,sales.m,0,2001
15,170,quantity,20,2001
15,170,sales.m,96,2001
15,190,quantity,12,2001
15,190,sales.m,79,2001
15,200,quantity,3,2001
15,200,sales.m,39,2001
15,900,quantity,12,2001
15,900,sales.m,137,2001
16,110,quantity,141,2001
16,110,sales.m,1257,2001
16,160,quantity,1,2001
16,160,sales.m,3,2001
16,170,quantity,10,2001
16,170,sales.m,27,2001
16,190,quantity,31,2001
16,190,sales.m,105,2001
16,200,quantity,0,2001
16,200,sales.m,0,2001
16,900,quantity,19,2001
16,900,sales.m,176,2001
17,110,quantity,140,2001
17,110,sales.m,968,2001
17,160,quantity,101,2001
17,160,sales.m,1057,2001
17,170,quantity,38,2001
17,170,sales.m,155,2001
17,190,quantity,77,2001
17,190,sales.m,469,2001
17,200,quantity,1940,2001
17,200,sales.m,11441,2001
17,900,quantity,120,2001
17,900,sales.m,1327,2001
2,110,quantity,100,2001
2,110,sales.m,667,2001
2,160,quantity,4,2001
2,160,sales.m,21,2001
2,170,quantity,32,2001
2,170,sales.m,57,2001
2,190,quantity,19,2001
2,190,sales.m,124,2001
2,200,quantity,0,2001
2,200,sales.m,0,2001
2,900,quantity,2,2001
2,900,sales.m,10,2001
27,110,quantity,150,2001
27,110,sales.m,1379,2001
27,160,quantity,36,2001
27,160,sales.m,200,2001
27,170,quantity,1,2001
27,170,sales.m,9,2001
27,190,quantity,8,2001
27,190,sales.m,28,2001
27,200,quantity,7,2001
27,200,sales.m,88,2001
27,900,quantity,155,2001
27,900,sales.m,5078,2001
3,110,quantity,401,2001
3,110,sales.m,1582,2001
3,160,quantity,507,2001
3,160,sales.m,3140,2001
3,170,quantity,39,2001
3,170,sales.m,238,2001
3,190,quantity,167,2001
3,190,sales.m,1190,2001
3,200,quantity,13,2001
3,200,sales.m,47,2001
3,900,quantity,11,2001
3,900,sales.m,105,2001
4-2,110,quantity,1,2001
4-2,110,sales.m,3,2001
4-2,160,quantity,67,2001
4-2,160,sales.m,957,2001
4-2,170,quantity,0,2001
4-2,170,sales.m,0,2001
4-2,190,quantity,0,2001
4-2,190,sales.m,0,2001
4-2,200,quantity,0,2001
4-2,200,sales.m,0,2001
4-2,900,quantity,0,2001
4-2,900,sales.m,0,2001
4-3,110,quantity,22,2001
4-3,110,sales.m,95,2001
4-3,160,quantity,27,2001
4-3,160,sales.m,175,2001
4-3,170,quantity,1,2001
4-3,170,sales.m,1,2001
4-3,190,quantity,124,2001
4-3,190,sales.m,597,2001
4-3,200,quantity,1,2001
4-3,200,sales.m,2,2001
4-3,900,quantity,7,2001
4-3,900,sales.m,29,2001
4-4,110,quantity,427,2001
4-4,110,sales.m,2069,2001
4-4,160,quantity,232,2001
4-4,160,sales.m,1392,2001
4-4,170,quantity,75,2001
4-4,170,sales.m,458,2001
4-4,190,quantity,518,2001
4-4,190,sales.m,2067,2001
4-4,200,quantity,471,2001
4-4,200,sales.m,8731,2001
4-4,900,quantity,2128,2001
4-4,900,sales.m,13607,2001
5,110,quantity,583,2001
5,110,sales.m,4490,2001
5,160,quantity,154,2001
5,160,sales.m,491,2001
5,170,quantity,17,2001
5,170,sales.m,84,2001
5,190,quantity,522,2001
5,190,sales.m,1751,2001
5,200,quantity,3926,2001
5,200,sales.m,55880,2001
5,900,quantity,2511,2001
5,900,sales.m,17389,2001
6,110,quantity,64,2001
6,110,sales.m,1262,2001
6,160,quantity,3,2001
6,160,sales.m,17,2001
6,170,quantity,1,2001
6,170,sales.m,6,2001
6,190,quantity,22,2001
6,190,sales.m,68,2001
6,200,quantity,161,2001
6,200,sales.m,432,2001
6,900,quantity,30,2001
6,900,sales.m,702,2001
7-1,110,quantity,0,2001
7-1,110,sales.m,0,2001
7-1,160,quantity,59,2001
7-1,160,sales.m,70,2001
7-1,170,quantity,0,2001
7-1,170,sales.m,0,2001
7-1,190,quantity,4,2001
7-1,190,sales.m,42,2001
7-1,200,quantity,0,2001
7-1,200,sales.m,0,2001
7-1,900,quantity,0,2001
7-1,900,sales.m,0,2001
7-3,110,quantity,1805,2001
7-3,110,sales.m,12815,2001
7-3,160,quantity,7798,2001
7-3,160,sales.m,36095,2001
7-3,170,quantity,170,2001
7-3,170,sales.m,1236,2001
7-3,190,quantity,1501,2001
7-3,190,sales.m,8999,2001
7-3,200,quantity,1437,2001
7-3,200,sales.m,6139,2001
7-3,900,quantity,145,2001
7-3,900,sales.m,4559,2001
7-8,110,quantity,20,2001
7-8,110,sales.m,184,2001
7-8,160,quantity,23,2001
7-8,160,sales.m,148,2001
7-8,170,quantity,1,2001
7-8,170,sales.m,23,2001
7-8,190,quantity,18,2001
7-8,190,sales.m,80,2001
7-8,200,quantity,126,2001
7-8,200,sales.m,172,2001
7-8,900,quantity,12,2001
7-8,900,sales.m,220,2001
