code_union,code_union_app,variable,value,year
export,900,sales.m,3530.937,1985
1,110,quantity,96,1986
1,110,sales.m,616,1986
1,160,quantity,43,1986
1,160,sales.m,231,1986
1,170,quantity,9,1986
1,170,sales.m,792,1986
1,190,quantity,10,1986
1,190,sales.m,191,1986
1,200,quantity,68,1986
1,200,sales.m,118,1986
1,900,quantity,67,1986
1,900,sales.m,731,1986
11,110,quantity,27,1986
11,110,sales.m,448,1986
11,160,quantity,0,1986
11,160,sales.m,0,1986
11,170,quantity,0,1986
11,170,sales.m,0,1986
11,190,quantity,0,1986
11,190,sales.m,10,1986
11,200,quantity,0,1986
11,200,sales.m,0,1986
11,900,quantity,18,1986
11,900,sales.m,122,1986
12,110,quantity,102,1986
12,110,sales.m,1248,1986
12,160,quantity,2,1986
12,160,sales.m,26,1986
12,170,quantity,0,1986
12,170,sales.m,0,1986
12,190,quantity,0,1986
12,190,sales.m,82,1986
12,200,quantity,21,1986
12,200,sales.m,296,1986
12,900,quantity,79,1986
12,900,sales.m,757,1986
15,110,quantity,8535,1986
15,110,sales.m,14334,1986
15,160,quantity,0,1986
15,160,sales.m,0,1986
15,170,quantity,19,1986
15,170,sales.m,198,1986
15,190,quantity,18,1986
15,190,sales.m,235,1986
15,200,quantity,6,1986
15,200,sales.m,28,1986
15,900,quantity,2,1986
15,900,sales.m,30,1986
16,110,quantity,15,1986
16,110,sales.m,170,1986
16,160,quantity,0,1986
16,160,sales.m,0,1986
16,170,quantity,40,1986
16,170,sales.m,716,1986
16,190,quantity,2,1986
16,190,sales.m,11,1986
16,200,quantity,13,1986
16,200,sales.m,87,1986
16,900,quantity,80,1986
16,900,sales.m,534,1986
17,110,quantity,76,1986
17,110,sales.m,1130,1986
17,160,quantity,113,1986
17,160,sales.m,724,1986
17,170,quantity,9,1986
17,170,sales.m,86,1986
17,190,quantity,100,1986
17,190,sales.m,1105,1986
17,200,quantity,258,1986
17,200,sales.m,1086,1986
17,900,quantity,256,1986
17,900,sales.m,1059,1986
2,110,quantity,284,1986
2,110,sales.m,1274,1986
2,160,quantity,19,1986
2,160,sales.m,67,1986
2,170,quantity,2,1986
2,170,sales.m,22,1986
2,190,quantity,97,1986
2,190,sales.m,346,1986
2,200,quantity,3,1986
2,200,sales.m,43,1986
2,900,quantity,20,1986
2,900,sales.m,270,1986
27,110,quantity,0,1986
27,110,sales.m,0,1986
27,160,quantity,0,1986
27,160,sales.m,0,1986
27,170,quantity,0,1986
27,170,sales.m,0,1986
27,190,quantity,0,1986
27,190,sales.m,0,1986
27,200,quantity,0,1986
27,200,sales.m,0,1986
27,900,quantity,0,1986
27,900,sales.m,0,1986
3,110,quantity,354,1986
3,110,sales.m,2154,1986
3,160,quantity,301,1986
3,160,sales.m,1370,1986
3,170,quantity,11,1986
3,170,sales.m,101,1986
3,190,quantity,354,1986
3,190,sales.m,1011,1986
3,200,quantity,32,1986
3,200,sales.m,76,1986
3,900,quantity,8,1986
3,900,sales.m,127,1986
4-2,110,quantity,2,1986
4-2,110,sales.m,15,1986
4-2,160,quantity,124,1986
4-2,160,sales.m,1641,1986
4-2,170,quantity,3,1986
4-2,170,sales.m,40,1986
4-2,190,quantity,7,1986
4-2,190,sales.m,170,1986
4-2,200,quantity,10,1986
4-2,200,sales.m,54,1986
4-2,900,quantity,8,1986
4-2,900,sales.m,41,1986
4-3,110,quantity,77,1986
4-3,110,sales.m,536,1986
4-3,160,quantity,148,1986
4-3,160,sales.m,1202,1986
4-3,170,quantity,1,1986
4-3,170,sales.m,8,1986
4-3,190,quantity,592,1986
4-3,190,sales.m,2764,1986
4-3,200,quantity,37,1986
4-3,200,sales.m,487,1986
4-3,900,quantity,42,1986
4-3,900,sales.m,282,1986
4-4,110,quantity,193,1986
4-4,110,sales.m,3100,1986
4-4,160,quantity,416,1986
4-4,160,sales.m,3502,1986
4-4,170,quantity,20,1986
4-4,170,sales.m,246,1986
4-4,190,quantity,182,1986
4-4,190,sales.m,1704,1986
4-4,200,quantity,2010,1986
4-4,200,sales.m,4418,1986
4-4,900,quantity,78,1986
4-4,900,sales.m,463,1986
5,110,quantity,960,1986
5,110,sales.m,4632,1986
5,160,quantity,412,1986
5,160,sales.m,2257,1986
5,170,quantity,77,1986
5,170,sales.m,1157,1986
5,190,quantity,1084,1986
5,190,sales.m,2561,1986
5,200,quantity,7086,1986
5,200,sales.m,73834,1986
5,900,quantity,174,1986
5,900,sales.m,2133,1986
6,110,quantity,76,1986
6,110,sales.m,707,1986
6,160,quantity,0,1986
6,160,sales.m,0,1986
6,170,quantity,18,1986
6,170,sales.m,264,1986
6,190,quantity,78,1986
6,190,sales.m,579,1986
6,200,quantity,349,1986
6,200,sales.m,2701,1986
6,900,quantity,60,1986
6,900,sales.m,162,1986
7-1,110,quantity,0,1986
7-1,110,sales.m,0,1986
7-1,160,quantity,26,1986
7-1,160,sales.m,204,1986
7-1,170,quantity,5,1986
7-1,170,sales.m,42,1986
7-1,190,quantity,10,1986
7-1,190,sales.m,81,1986
7-1,200,quantity,0,1986
7-1,200,sales.m,0,1986
7-1,900,quantity,11,1986
7-1,900,sales.m,62,1986
7-3,110,quantity,974,1986
7-3,110,sales.m,6568,1986
7-3,160,quantity,3421,1986
7-3,160,sales.m,24865,1986
7-3,170,quantity,156,1986
7-3,170,sales.m,2029,1986
7-3,190,quantity,1490,1986
7-3,190,sales.m,8e3,1986
7-3,200,quantity,1553,1986
7-3,200,sales.m,11205,1986
7-3,900,quantity,281,1986
7-3,900,sales.m,3023,1986
7-8,110,quantity,91,1986
7-8,110,sales.m,430,1986
7-8,160,quantity,72,1986
7-8,160,sales.m,701,1986
7-8,170,quantity,2,1986
7-8,170,sales.m,20,1986
7-8,190,quantity,54,1986
7-8,190,sales.m,549,1986
7-8,200,quantity,43,1986
7-8,200,sales.m,604,1986
7-8,900,quantity,11,1986
7-8,900,sales.m,55,1986
8,110,quantity,180,1986
8,110,sales.m,3158,1986
8,160,quantity,0,1986
8,160,sales.m,0,1986
8,170,quantity,0,1986
8,170,sales.m,0,1986
8,190,quantity,2,1986
8,190,sales.m,70,1986
8,200,quantity,0,1986
8,200,sales.m,0,1986
8,900,quantity,90,1986
8,900,sales.m,1072,1986
export,110,quantity,1983,1986
export,110,sales.m,6213,1986
export,160,quantity,1764,1986
export,160,sales.m,12197,1986
export,170,quantity,89,1986
export,170,sales.m,922,1986
export,190,quantity,321,1986
export,190,sales.m,2785,1986
export,200,quantity,2970,1986
export,200,sales.m,32321,1986
export,900,quantity,661,1986
export,900,sales.m,2954,1986
1,110,quantity,85,1987
1,110,sales.m,1367,1987
1,160,quantity,64,1987
1,160,sales.m,464,1987
1,170,quantity,11,1987
1,170,sales.m,202,1987
1,190,quantity,43,1987
1,190,sales.m,598,1987
1,200,quantity,65,1987
1,200,sales.m,65,1987
1,900,quantity,20,1987
1,900,sales.m,223,1987
11,110,quantity,7,1987
11,110,sales.m,79,1987
11,160,quantity,0,1987
11,160,sales.m,0,1987
11,170,quantity,0,1987
11,170,sales.m,0,1987
11,190,quantity,1,1987
11,190,sales.m,7,1987
11,200,quantity,17,1987
11,200,sales.m,186,1987
11,900,quantity,10,1987
11,900,sales.m,76,1987
12,110,quantity,119,1987
12,110,sales.m,1008,1987
12,160,quantity,4,1987
12,160,sales.m,23,1987
12,170,quantity,4,1987
12,170,sales.m,42,1987
12,190,quantity,2,1987
12,190,sales.m,10,1987
12,200,quantity,25,1987
12,200,sales.m,513,1987
12,900,quantity,104,1987
12,900,sales.m,1219,1987
15,110,quantity,7913,1987
15,110,sales.m,14882,1987
15,160,quantity,0,1987
15,160,sales.m,0,1987
15,170,quantity,28,1987
15,170,sales.m,322,1987
15,190,quantity,19,1987
15,190,sales.m,58,1987
15,200,quantity,8,1987
15,200,sales.m,40,1987
15,900,quantity,2,1987
15,900,sales.m,26,1987
16,110,quantity,48,1987
16,110,sales.m,874,1987
16,160,quantity,0,1987
16,160,sales.m,0,1987
16,170,quantity,14,1987
16,170,sales.m,203,1987
16,190,quantity,5,1987
16,190,sales.m,32,1987
16,200,quantity,21,1987
16,200,sales.m,114,1987
16,900,quantity,49,1987
16,900,sales.m,371,1987
17,110,quantity,158,1987
17,110,sales.m,1687,1987
17,160,quantity,277,1987
17,160,sales.m,2703,1987
17,170,quantity,32,1987
17,170,sales.m,359,1987
17,190,quantity,395,1987
17,190,sales.m,6016,1987
17,200,quantity,698,1987
17,200,sales.m,1793,1987
17,900,quantity,182,1987
17,900,sales.m,1230,1987
2,110,quantity,252,1987
2,110,sales.m,970,1987
2,160,quantity,2,1987
2,160,sales.m,12,1987
2,170,quantity,0,1987
2,170,sales.m,0,1987
2,190,quantity,42,1987
2,190,sales.m,150,1987
2,200,quantity,4,1987
2,200,sales.m,24,1987
2,900,quantity,6,1987
2,900,sales.m,89,1987
27,110,quantity,0,1987
27,110,sales.m,0,1987
27,160,quantity,0,1987
27,160,sales.m,0,1987
27,170,quantity,0,1987
27,170,sales.m,0,1987
27,190,quantity,0,1987
27,190,sales.m,0,1987
27,200,quantity,0,1987
27,200,sales.m,0,1987
27,900,quantity,0,1987
27,900,sales.m,0,1987
3,110,quantity,302,1987
3,110,sales.m,1666,1987
3,160,quantity,382,1987
3,160,sales.m,1817,1987
3,170,quantity,28,1987
3,170,sales.m,239,1987
3,190,quantity,480,1987
3,190,sales.m,1845,1987
3,200,quantity,53,1987
3,200,sales.m,247,1987
3,900,quantity,8,1987
3,900,sales.m,116,1987
4-2,110,quantity,13,1987
4-2,110,sales.m,69,1987
4-2,160,quantity,93,1987
4-2,160,sales.m,1322,1987
4-2,170,quantity,3,1987
4-2,170,sales.m,24,1987
4-2,190,quantity,14,1987
4-2,190,sales.m,248,1987
4-2,200,quantity,9,1987
4-2,200,sales.m,67,1987
4-2,900,quantity,1,1987
4-2,900,sales.m,7,1987
4-3,110,quantity,663,1987
4-3,110,sales.m,592,1987
4-3,160,quantity,54,1987
4-3,160,sales.m,315,1987
4-3,170,quantity,0,1987
4-3,170,sales.m,0,1987
4-3,190,quantity,722,1987
4-3,190,sales.m,3041,1987
4-3,200,quantity,21,1987
4-3,200,sales.m,268,1987
4-3,900,quantity,72,1987
4-3,900,sales.m,541,1987
4-4,110,quantity,216,1987
4-4,110,sales.m,2982,1987
4-4,160,quantity,436,1987
4-4,160,sales.m,2675,1987
4-4,170,quantity,16,1987
4-4,170,sales.m,190,1987
4-4,190,quantity,179,1987
4-4,190,sales.m,1694,1987
4-4,200,quantity,2353,1987
4-4,200,sales.m,4711,1987
4-4,900,quantity,148,1987
4-4,900,sales.m,1156,1987
5,110,quantity,737,1987
5,110,sales.m,4395,1987
5,160,quantity,400,1987
5,160,sales.m,2190,1987
5,170,quantity,32,1987
5,170,sales.m,401,1987
5,190,quantity,1059,1987
5,190,sales.m,2865,1987
5,200,quantity,7297,1987
5,200,sales.m,84775,1987
5,900,quantity,229,1987
5,900,sales.m,1423,1987
6,110,quantity,49,1987
6,110,sales.m,446,1987
6,160,quantity,6,1987
6,160,sales.m,47,1987
6,170,quantity,2,1987
6,170,sales.m,20,1987
6,190,quantity,74,1987
6,190,sales.m,334,1987
6,200,quantity,353,1987
6,200,sales.m,2526,1987
6,900,quantity,36,1987
6,900,sales.m,273,1987
7-1,110,quantity,0,1987
7-1,110,sales.m,0,1987
7-1,160,quantity,9,1987
7-1,160,sales.m,49,1987
7-1,170,quantity,0,1987
7-1,170,sales.m,0,1987
7-1,190,quantity,7,1987
7-1,190,sales.m,25,1987
7-1,200,quantity,2,1987
7-1,200,sales.m,4,1987
7-1,900,quantity,11,1987
7-1,900,sales.m,76,1987
7-3,110,quantity,840,1987
7-3,110,sales.m,5393,1987
7-3,160,quantity,3901,1987
7-3,160,sales.m,32969,1987
7-3,170,quantity,190,1987
7-3,170,sales.m,2155,1987
7-3,190,quantity,1337,1987
7-3,190,sales.m,8134,1987
7-3,200,quantity,1747,1987
7-3,200,sales.m,9427,1987
7-3,900,quantity,291,1987
7-3,900,sales.m,2417,1987
7-8,110,quantity,73,1987
7-8,110,sales.m,243,1987
7-8,160,quantity,24,1987
7-8,160,sales.m,297,1987
7-8,170,quantity,1,1987
7-8,170,sales.m,10,1987
7-8,190,quantity,18,1987
7-8,190,sales.m,68,1987
7-8,200,quantity,72,1987
7-8,200,sales.m,302,1987
7-8,900,quantity,13,1987
7-8,900,sales.m,93,1987
8,110,quantity,161,1987
8,110,sales.m,2806,1987
8,160,quantity,0,1987
8,160,sales.m,0,1987
8,170,quantity,1,1987
8,170,sales.m,7,1987
8,190,quantity,0,1987
8,190,sales.m,0,1987
8,200,quantity,0,1987
8,200,sales.m,0,1987
8,900,quantity,67,1987
8,900,sales.m,830,1987
export,110,quantity,2830,1987
export,110,sales.m,6832,1987
export,160,quantity,1472,1987
export,160,sales.m,10345,1987
export,170,quantity,140,1987
export,170,sales.m,1580,1987
export,190,quantity,302,1987
export,190,sales.m,1964,1987
export,200,quantity,2975,1987
export,200,sales.m,40856,1987
export,900,quantity,538,1987
export,900,sales.m,3266,1987
1,110,quantity,58,1988
1,110,sales.m,1567,1988
1,160,quantity,12,1988
1,160,sales.m,64,1988
1,170,quantity,0,1988
1,170,sales.m,0,1988
1,190,quantity,42,1988
1,190,sales.m,444,1988
1,200,quantity,2,1988
1,200,sales.m,9,1988
1,900,quantity,23,1988
1,900,sales.m,270,1988
11,110,quantity,20,1988
11,110,sales.m,234,1988
11,160,quantity,3,1988
11,160,sales.m,15,1988
11,170,quantity,9,1988
11,170,sales.m,45,1988
11,190,quantity,0,1988
11,190,sales.m,0,1988
11,200,quantity,6,1988
11,200,sales.m,46,1988
11,900,quantity,0,1988
11,900,sales.m,0,1988
12,110,quantity,150,1988
12,110,sales.m,1619,1988
12,160,quantity,1,1988
12,160,sales.m,5,1988
12,170,quantity,0,1988
12,170,sales.m,0,1988
12,190,quantity,19,1988
12,190,sales.m,168,1988
12,200,quantity,31,1988
12,200,sales.m,559,1988
12,900,quantity,82,1988
12,900,sales.m,823,1988
15,110,quantity,10532,1988
15,110,sales.m,17851,1988
15,160,quantity,0,1988
15,160,sales.m,0,1988
15,170,quantity,56,1988
15,170,sales.m,384,1988
15,190,quantity,2,1988
15,190,sales.m,86,1988
15,200,quantity,0,1988
15,200,sales.m,0,1988
15,900,quantity,8,1988
15,900,sales.m,89,1988
16,110,quantity,68,1988
16,110,sales.m,1189,1988
16,160,quantity,0,1988
16,160,sales.m,0,1988
16,170,quantity,8,1988
16,170,sales.m,84,1988
16,190,quantity,5,1988
16,190,sales.m,35,1988
16,200,quantity,26,1988
16,200,sales.m,393,1988
16,900,quantity,51,1988
16,900,sales.m,524,1988
17,110,quantity,135,1988
17,110,sales.m,1878,1988
17,160,quantity,283,1988
17,160,sales.m,2156,1988
17,170,quantity,27,1988
17,170,sales.m,391,1988
17,190,quantity,419,1988
17,190,sales.m,1234,1988
17,200,quantity,443,1988
17,200,sales.m,3233,1988
17,900,quantity,455,1988
17,900,sales.m,7360,1988
2,110,quantity,129,1988
2,110,sales.m,595,1988
2,160,quantity,4,1988
2,160,sales.m,34,1988
2,170,quantity,3,1988
2,170,sales.m,30,1988
2,190,quantity,53,1988
2,190,sales.m,181,1988
2,200,quantity,2,1988
2,200,sales.m,34,1988
2,900,quantity,6,1988
2,900,sales.m,100,1988
27,110,quantity,44,1988
27,110,sales.m,4825,1988
27,160,quantity,0,1988
27,160,sales.m,0,1988
27,170,quantity,2,1988
27,170,sales.m,40,1988
27,190,quantity,0,1988
27,190,sales.m,0,1988
27,200,quantity,0,1988
27,200,sales.m,0,1988
27,900,quantity,216,1988
27,900,sales.m,2989,1988
3,110,quantity,472,1988
3,110,sales.m,2816,1988
3,160,quantity,760,1988
3,160,sales.m,3269,1988
3,170,quantity,102,1988
3,170,sales.m,1109,1988
3,190,quantity,477,1988
3,190,sales.m,1951,1988
3,200,quantity,52,1988
3,200,sales.m,367,1988
3,900,quantity,21,1988
3,900,sales.m,246,1988
4-2,110,quantity,3,1988
4-2,110,sales.m,100,1988
4-2,160,quantity,169,1988
4-2,160,sales.m,2253,1988
4-2,170,quantity,4,1988
4-2,170,sales.m,54,1988
4-2,190,quantity,12,1988
4-2,190,sales.m,101,1988
4-2,200,quantity,1,1988
4-2,200,sales.m,15,1988
4-2,900,quantity,0,1988
4-2,900,sales.m,0,1988
4-3,110,quantity,63,1988
4-3,110,sales.m,580,1988
4-3,160,quantity,58,1988
4-3,160,sales.m,373,1988
4-3,170,quantity,0,1988
4-3,170,sales.m,0,1988
4-3,190,quantity,813,1988
4-3,190,sales.m,3185,1988
4-3,200,quantity,183,1988
4-3,200,sales.m,322,1988
4-3,900,quantity,77,1988
4-3,900,sales.m,410,1988
4-4,110,quantity,185,1988
4-4,110,sales.m,3448,1988
4-4,160,quantity,511,1988
4-4,160,sales.m,3152,1988
4-4,170,quantity,13,1988
4-4,170,sales.m,197,1988
4-4,190,quantity,290,1988
4-4,190,sales.m,1274,1988
4-4,200,quantity,3796,1988
4-4,200,sales.m,8398,1988
4-4,900,quantity,77,1988
4-4,900,sales.m,447,1988
5,110,quantity,1497,1988
5,110,sales.m,8259,1988
5,160,quantity,409,1988
5,160,sales.m,2288,1988
5,170,quantity,22,1988
5,170,sales.m,192,1988
5,190,quantity,552,1988
5,190,sales.m,2840,1988
5,200,quantity,9764,1988
5,200,sales.m,111206,1988
5,900,quantity,161,1988
5,900,sales.m,1567,1988
6,110,quantity,27,1988
6,110,sales.m,274,1988
6,160,quantity,7,1988
6,160,sales.m,44,1988
6,170,quantity,10,1988
6,170,sales.m,94,1988
6,190,quantity,173,1988
6,190,sales.m,431,1988
6,200,quantity,669,1988
6,200,sales.m,3909,1988
6,900,quantity,27,1988
6,900,sales.m,266,1988
7-1,110,quantity,0,1988
7-1,110,sales.m,0,1988
7-1,160,quantity,3,1988
7-1,160,sales.m,80,1988
7-1,170,quantity,0,1988
7-1,170,sales.m,0,1988
7-1,190,quantity,0,1988
7-1,190,sales.m,0,1988
7-1,200,quantity,4,1988
7-1,200,sales.m,107,1988
7-1,900,quantity,6,1988
7-1,900,sales.m,30,1988
7-3,110,quantity,2092,1988
7-3,110,sales.m,8943,1988
7-3,160,quantity,5903,1988
7-3,160,sales.m,45633,1988
7-3,170,quantity,329,1988
7-3,170,sales.m,3381,1988
7-3,190,quantity,1925,1988
7-3,190,sales.m,14214,1988
7-3,200,quantity,1424,1988
7-3,200,sales.m,7870,1988
7-3,900,quantity,373,1988
7-3,900,sales.m,2561,1988
7-8,110,quantity,106,1988
7-8,110,sales.m,435,1988
7-8,160,quantity,127,1988
7-8,160,sales.m,737,1988
7-8,170,quantity,33,1988
7-8,170,sales.m,340,1988
7-8,190,quantity,176,1988
7-8,190,sales.m,555,1988
7-8,200,quantity,206,1988
7-8,200,sales.m,869,1988
7-8,900,quantity,15,1988
7-8,900,sales.m,95,1988
8,110,quantity,157,1988
8,110,sales.m,2901,1988
8,160,quantity,0,1988
8,160,sales.m,0,1988
8,170,quantity,0,1988
8,170,sales.m,0,1988
8,190,quantity,0,1988
8,190,sales.m,0,1988
8,200,quantity,0,1988
8,200,sales.m,0,1988
8,900,quantity,58,1988
8,900,sales.m,851,1988
export,110,quantity,3210,1988
export,110,sales.m,7429,1988
export,160,quantity,2090,1988
export,160,sales.m,13606,1988
export,170,quantity,44,1988
export,170,sales.m,449,1988
export,190,quantity,341,1988
export,190,sales.m,1717,1988
export,200,quantity,3748,1988
export,200,sales.m,50062,1988
export,900,quantity,402,1988
export,900,sales.m,1890,1988
1,110,quantity,103,1989
1,110,sales.m,1772,1989
1,160,quantity,124,1989
1,160,sales.m,757,1989
1,170,quantity,1,1989
1,170,sales.m,12,1989
1,190,quantity,51,1989
1,190,sales.m,593,1989
1,200,quantity,4,1989
1,200,sales.m,50,1989
1,900,quantity,4,1989
1,900,sales.m,102,1989
11,110,quantity,158,1989
11,110,sales.m,1729,1989
11,160,quantity,0,1989
11,160,sales.m,0,1989
11,170,quantity,0,1989
11,170,sales.m,0,1989
11,190,quantity,0,1989
11,190,sales.m,0,1989
11,200,quantity,6,1989
11,200,sales.m,14,1989
11,900,quantity,18,1989
11,900,sales.m,41,1989
12,110,quantity,168,1989
12,110,sales.m,2748,1989
12,160,quantity,2,1989
12,160,sales.m,8,1989
12,170,quantity,1,1989
12,170,sales.m,10,1989
12,190,quantity,0,1989
12,190,sales.m,0,1989
12,200,quantity,35,1989
12,200,sales.m,447,1989
12,900,quantity,59,1989
12,900,sales.m,778,1989
15,110,quantity,10180,1989
15,110,sales.m,20929,1989
15,160,quantity,0,1989
15,160,sales.m,0,1989
15,170,quantity,96,1989
15,170,sales.m,958,1989
15,190,quantity,2,1989
15,190,sales.m,24,1989
15,200,quantity,10,1989
15,200,sales.m,342,1989
15,900,quantity,3,1989
15,900,sales.m,28,1989
16,110,quantity,155,1989
16,110,sales.m,1920,1989
16,160,quantity,3,1989
16,160,sales.m,14,1989
16,170,quantity,36,1989
16,170,sales.m,279,1989
16,190,quantity,11,1989
16,190,sales.m,104,1989
16,200,quantity,18,1989
16,200,sales.m,137,1989
16,900,quantity,60,1989
16,900,sales.m,409,1989
17,110,quantity,2528,1989
17,110,sales.m,4949,1989
17,160,quantity,246,1989
17,160,sales.m,2412,1989
17,170,quantity,38,1989
17,170,sales.m,390,1989
17,190,quantity,114,1989
17,190,sales.m,1156,1989
17,200,quantity,274,1989
17,200,sales.m,1741,1989
17,900,quantity,542,1989
17,900,sales.m,9667,1989
2,110,quantity,420,1989
2,110,sales.m,1877,1989
2,160,quantity,14,1989
2,160,sales.m,70,1989
2,170,quantity,1,1989
2,170,sales.m,6,1989
2,190,quantity,6,1989
2,190,sales.m,52,1989
2,200,quantity,10,1989
2,200,sales.m,116,1989
2,900,quantity,1,1989
2,900,sales.m,44,1989
27,110,quantity,54,1989
27,110,sales.m,2519,1989
27,160,quantity,3,1989
27,160,sales.m,62,1989
27,170,quantity,3,1989
27,170,sales.m,22,1989
27,190,quantity,3,1989
27,190,sales.m,70,1989
27,200,quantity,2,1989
27,200,sales.m,30,1989
27,900,quantity,484,1989
27,900,sales.m,4126,1989
3,110,quantity,842,1989
3,110,sales.m,4221,1989
3,160,quantity,1337,1989
3,160,sales.m,6024,1989
3,170,quantity,86,1989
3,170,sales.m,848,1989
3,190,quantity,650,1989
3,190,sales.m,3099,1989
3,200,quantity,44,1989
3,200,sales.m,221,1989
3,900,quantity,11,1989
3,900,sales.m,78,1989
4-2,110,quantity,6,1989
4-2,110,sales.m,89,1989
4-2,160,quantity,204,1989
4-2,160,sales.m,3197,1989
4-2,170,quantity,9,1989
4-2,170,sales.m,90,1989
4-2,190,quantity,23,1989
4-2,190,sales.m,159,1989
4-2,200,quantity,2,1989
4-2,200,sales.m,41,1989
4-2,900,quantity,1,1989
4-2,900,sales.m,6,1989
4-3,110,quantity,116,1989
4-3,110,sales.m,807,1989
4-3,160,quantity,104,1989
4-3,160,sales.m,683,1989
4-3,170,quantity,2,1989
4-3,170,sales.m,16,1989
4-3,190,quantity,666,1989
4-3,190,sales.m,3157,1989
4-3,200,quantity,238,1989
4-3,200,sales.m,675,1989
4-3,900,quantity,13,1989
4-3,900,sales.m,99,1989
4-4,110,quantity,207,1989
4-4,110,sales.m,1858,1989
4-4,160,quantity,528,1989
4-4,160,sales.m,3138,1989
4-4,170,quantity,16,1989
4-4,170,sales.m,152,1989
4-4,190,quantity,387,1989
4-4,190,sales.m,1639,1989
4-4,200,quantity,1816,1989
4-4,200,sales.m,3405,1989
4-4,900,quantity,12,1989
4-4,900,sales.m,108,1989
5,110,quantity,1641,1989
5,110,sales.m,11374,1989
5,160,quantity,1446,1989
5,160,sales.m,9386,1989
5,170,quantity,83,1989
5,170,sales.m,601,1989
5,190,quantity,910,1989
5,190,sales.m,4393,1989
5,200,quantity,15474,1989
5,200,sales.m,135545,1989
5,900,quantity,94,1989
5,900,sales.m,1211,1989
6,110,quantity,15,1989
6,110,sales.m,135,1989
6,160,quantity,7,1989
6,160,sales.m,41,1989
6,170,quantity,4,1989
6,170,sales.m,50,1989
6,190,quantity,162,1989
6,190,sales.m,443,1989
6,200,quantity,497,1989
6,200,sales.m,2495,1989
6,900,quantity,31,1989
6,900,sales.m,292,1989
7-1,110,quantity,1,1989
7-1,110,sales.m,3,1989
7-1,160,quantity,7,1989
7-1,160,sales.m,46,1989
7-1,170,quantity,0,1989
7-1,170,sales.m,0,1989
7-1,190,quantity,14,1989
7-1,190,sales.m,3500,1989
7-1,200,quantity,0,1989
7-1,200,sales.m,0,1989
7-1,900,quantity,14,1989
7-1,900,sales.m,73,1989
7-3,110,quantity,1767,1989
7-3,110,sales.m,10870,1989
7-3,160,quantity,6837,1989
7-3,160,sales.m,43971,1989
7-3,170,quantity,257,1989
7-3,170,sales.m,2526,1989
7-3,190,quantity,2297,1989
7-3,190,sales.m,17524,1989
7-3,200,quantity,2252,1989
7-3,200,sales.m,10012,1989
7-3,900,quantity,254,1989
7-3,900,sales.m,3077,1989
7-8,110,quantity,129,1989
7-8,110,sales.m,721,1989
7-8,160,quantity,105,1989
7-8,160,sales.m,782,1989
7-8,170,quantity,22,1989
7-8,170,sales.m,220,1989
7-8,190,quantity,329,1989
7-8,190,sales.m,1927,1989
7-8,200,quantity,237,1989
7-8,200,sales.m,957,1989
7-8,900,quantity,6,1989
7-8,900,sales.m,50,1989
8,110,quantity,237,1989
8,110,sales.m,5042,1989
8,160,quantity,0,1989
8,160,sales.m,0,1989
8,170,quantity,6,1989
8,170,sales.m,24,1989
8,190,quantity,0,1989
8,190,sales.m,0,1989
8,200,quantity,0,1989
8,200,sales.m,0,1989
8,900,quantity,3,1989
8,900,sales.m,132,1989
export,110,quantity,3743,1989
export,110,sales.m,8608,1989
export,160,quantity,3095,1989
export,160,sales.m,24725,1989
export,170,quantity,40,1989
export,170,sales.m,327,1989
export,190,quantity,362,1989
export,190,sales.m,2325,1989
export,200,quantity,4508,1989
export,200,sales.m,64747,1989
export,900,quantity,172,1989
export,900,sales.m,451,1989
1,110,quantity,70,1990
1,110,sales.m,1378,1990
1,160,quantity,47,1990
1,160,sales.m,670,1990
1,170,quantity,0,1990
1,170,sales.m,0,1990
1,190,quantity,40,1990
1,190,sales.m,690,1990
1,200,quantity,7,1990
1,200,sales.m,54,1990
1,900,quantity,13,1990
1,900,sales.m,281,1990
11,110,quantity,198,1990
11,110,sales.m,1694,1990
11,160,quantity,0,1990
11,160,sales.m,0,1990
11,170,quantity,0,1990
11,170,sales.m,0,1990
11,190,quantity,0,1990
11,190,sales.m,0,1990
11,200,quantity,0,1990
11,200,sales.m,0,1990
11,900,quantity,2,1990
11,900,sales.m,15,1990
12,110,quantity,192,1990
12,110,sales.m,2893,1990
12,160,quantity,8,1990
12,160,sales.m,36,1990
12,170,quantity,18,1990
12,170,sales.m,192,1990
12,190,quantity,52,1990
12,190,sales.m,601,1990
12,200,quantity,36,1990
12,200,sales.m,425,1990
12,900,quantity,20,1990
12,900,sales.m,382,1990
15,110,quantity,11286,1990
15,110,sales.m,25483,1990
15,160,quantity,0,1990
15,160,sales.m,0,1990
15,170,quantity,73,1990
15,170,sales.m,548,1990
15,190,quantity,6,1990
15,190,sales.m,150,1990
15,200,quantity,10,1990
15,200,sales.m,109,1990
15,900,quantity,1,1990
15,900,sales.m,15,1990
16,110,quantity,233,1990
16,110,sales.m,3515,1990
16,160,quantity,15,1990
16,160,sales.m,108,1990
16,170,quantity,17,1990
16,170,sales.m,158,1990
16,190,quantity,21,1990
16,190,sales.m,135,1990
16,200,quantity,23,1990
16,200,sales.m,96,1990
16,900,quantity,78,1990
16,900,sales.m,551,1990
17,110,quantity,1346,1990
17,110,sales.m,4390,1990
17,160,quantity,405,1990
17,160,sales.m,4332,1990
